"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Disruption-Limited Planning for Robot Navigation in Dynamic Environments","S. Aine; Y. Oza; M. Likhachev","The Robotics Institute, Carnegie Mellon University, PA, USA; The Robotics Institute, Carnegie Mellon University, PA, USA; The Robotics Institute, Carnegie Mellon University, PA, USA","2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","16 Dec 2021","2021","","","377","383","Path planning in the presence of dynamic obstacles is a fundamental problem in robotics with widespread applications. A typical approach to such problems is that a robot predicts the trajectories of dynamic obstacles, and plans its path while avoiding them. Such a formulation becomes limiting though for scenarios where an agent cannot complete its task efficiently, without disrupting the movement of dynamic obstacles. For example, when merging in heavy traffic or navigating through crowded corridors. In this paper, we propose a paradigm for planning in dynamic environments, called Disruption-Limited Planning (DLP), that allows a robot to disrupt the motions of dynamic obstacles in order to accomplish its task. DLP builds on the premise that while a robot may have to disrupt others’ trajectories to achieve its goals, it should try to limit the disruption. DLP assumes that it can estimate others’ response to its own actions/plans, and plans its own path while ensuring that no other agents’ disrupted trajectory cost gets worse than w-times their initial trajectory costs. While our formulation is motivated by the Stackelberg competitions, we show that DLP can be both more expressive and computationally more efficient compared to a Stackelberg planner. We present DLP paradigm, develop its efficient implementation based on A*, analyze its theoretical properties, and apply it to multiple planning in dynamic environment problems, including x,y,time planning, planning for self-driving, and planning for arm manipulation. We compare DLP with purely altruistic, purely egocentric, and optimal Stackelberg planners, demonstrating the efficacy of DLP over these alternatives.","2153-0866","978-1-6654-1714-3","10.1109/IROS51168.2021.9636274","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636274","","Costs;Limiting;Navigation;Dynamics;Merging;Planning;Trajectory","collision avoidance;game theory;mobile robots;path planning","dynamic environment problems;time planning;DLP;robot navigation;dynamic environments;path planning;dynamic obstacles;robotics;called Disruption-Limited Planning;agents;initial trajectory costs;multiple planning","","","","24","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"Probabilistic Risk Assessment for Chance-Constrained Collision Avoidance in Uncertain Dynamic Environments","K. A. Mustafa; O. de Groot; X. Wang; J. Kober; J. Alonso-Mora","Dept. of Cognitive Robotics, TU Delft, Delft, CD, The Netherlands; Dept. of Cognitive Robotics, TU Delft, Delft, CD, The Netherlands; Dept. of Cognitive Robotics, TU Delft, Delft, CD, The Netherlands; Dept. of Cognitive Robotics, TU Delft, Delft, CD, The Netherlands; Dept. of Cognitive Robotics, TU Delft, Delft, CD, The Netherlands","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","3628","3634","Balancing safety and efficiency when planning in crowded scenarios with uncertain dynamics is challenging where it is imperative to accomplish the robot's mission without incurring any safety violations. Typically, chance constraints are incorporated into the planning problem to provide probabilistic safety guarantees by imposing an upper bound on the collision probability of the planned trajectory. Yet, this results in an overly conservative behavior on the grounds that the gap between the obtained risk and the specified upper limit is not explicitly restricted. To address this issue, we propose a real-time capable approach to quantify the risk associated with planned trajectories obtained from multiple probabilistic planners, running in parallel, with different upper bounds of the acceptable risk level. Based on the evaluated risk, the least conservative plan is selected provided that its associated risk is below a specified threshold. In such a way, the proposed approach provides probabilistic safety guarantees by attaining a closer bound to the specified risk, while being applicable to generic uncertainties of moving obstacles. We demonstrate the efficiency of our proposed approach, by improving the performance of a state-of-the-art probabilistic planner, in simulations and experiments using a mobile robot in an environment shared with humans.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10161490","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10161490","","Measurement;Upper bound;Uncertainty;Probabilistic logic;Control systems;Trajectory;Safety","collision avoidance;mobile robots;planning (artificial intelligence);probability;risk management","acceptable risk level;associated risk;balancing safety;chance constraints;chance-constrained collision avoidance;collision probability;conservative plan;crowded scenarios;different upper bounds;evaluated risk;multiple probabilistic planners;overly conservative behavior;planned trajectory;planning problem;probabilistic risk assessment;probabilistic safety guarantees;real-time capable approach;robot;safety violations;specified risk;specified threshold;specified upper limit;state-of-the-art probabilistic planner;uncertain dynamic environments;uncertain dynamics","","","","24","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"DytanVO: Joint Refinement of Visual Odometry and Motion Segmentation in Dynamic Environments","S. Shen; Y. Cai; W. Wang; S. Scherer","Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","4048","4055","Learning-based visual odometry (VO) algorithms achieve remarkable performance on common static scenes, benefiting from high-capacity models and massive annotated data, but tend to fail in dynamic, populated environments. Semantic segmentation is largely used to discard dynamic associations before estimating camera motions but at the cost of discarding static features and is hard to scale up to unseen categories. In this paper, we leverage the mutual dependence between camera ego-motion and motion segmentation and show that both can be jointly refined in a single learning-based framework. In particular, we present DytanVO, the first supervised learning-based VO method that deals with dynamic environments. It takes two consecutive monocular frames in real-time and predicts camera ego-motion in an iterative fashion. Our method achieves an average improvement of 27.7% in ATE over state-of-the-art VO solutions in real-world dynamic environments, and even performs competitively among dynamic visual SLAM systems which optimize the trajectory on the backend. Experiments on plentiful unseen environments also demonstrate our method's generalizability.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10161306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10161306","","Visualization;Simultaneous localization and mapping;Motion segmentation;Heuristic algorithms;Dynamics;Estimation;Cameras","cameras;distance measurement;feature extraction;image segmentation;mobile robots;motion estimation;robot vision;SLAM (robots);supervised learning","camera ego-motion;camera motions;common static scenes;dynamic associations;dynamic visual SLAM systems;DytanVO;high-capacity models;joint refinement;massive annotated data;motion segmentation;mutual dependence;plentiful unseen environments;populated environments;real-world dynamic environments;semantic segmentation;single learning-based framework;state-of-the-art VO solutions;static features;supervised learning-based VO method;unseen categories;visual odometry algorithms","","","","44","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Planning on a (Risk) Budget: Safe Non-Conservative Planning in Probabilistic Dynamic Environments","H. -J. Huang; K. -C. Huang; M. Čáp; Y. Zhao; Y. N. Wu; C. L. Baker","ISEE AI, Cambridge, Massachusetts, USA; ISEE AI, Cambridge, Massachusetts, USA; ISEE AI, Cambridge, Massachusetts, USA; ISEE AI, Cambridge, Massachusetts, USA; University of California, Los Angeles, California, USA; ISEE AI, Cambridge, Massachusetts, USA","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","10257","10263","Planning in environments with other agents whose future actions are uncertain often requires compromise between safety and performance. Here our goal is to design efficient planning algorithms with guaranteed bounds on the probability of safety violation, which nonetheless achieve non-conservative performance. To quantify a system’s risk, we define a natural criterion called interval risk bounds (IRBs), which provide a parametric upper bound on the probability of safety violation over a given time interval or task. We present a novel receding horizon algorithm, and prove that it can satisfy a desired IRB. Our algorithm maintains a dynamic risk budget which constrains the allowable risk at each iteration, and guarantees recursive feasibility by requiring a safe set to be reachable by a contingency plan within the budget. We empirically demonstrate that our algorithm is both safer and less conservative than strong baselines in two simulated autonomous driving experiments in scenarios involving collision avoidance with other vehicles, and additionally demonstrate our algorithm running on an autonomous class 8 truck.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9561745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9561745","","Upper bound;Heuristic algorithms;Conferences;Probabilistic logic;Planning;Safety;Vehicle dynamics","collision avoidance;mobile robots;optimal control;path planning;predictive control;probability;road vehicles","safe nonconservative planning;probabilistic dynamic environments;agents whose future actions;efficient planning algorithms;guaranteed bounds;safety violation;nonconservative performance;system;natural criterion called interval risk;IRBs;novel receding horizon algorithm;desired IRB;dynamic risk budget;allowable risk;guarantees recursive feasibility;safe set;contingency plan","","","","26","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Collective Decision-Making with Bayesian Robots in Dynamic Environments","K. Pfister; H. Hamann","Institute of Computer Engineering, University of Luebeck, Germany; Institute of Computer Engineering, University of Luebeck, Germany","2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","26 Dec 2022","2022","","","7245","7250","Collective decision-making enables self-organizing robot swarms to act autonomously on a swarm level and is essential to coordinate their actions as a whole. When robots only share and communicate information locally a distributed and decentralized approach is required. In a previous paper [4], an efficient method based on a distributed Bayesian algorithm was created to distinguish a binary environment. We extended it to have the capability of dealing with dynamic environments. Therefore, it must avoid global lock-in states. In many realistic applications the robot swarm needs to adapt to (collectively) measurable changes at runtime by revising previous collective decisions. The trade-off between decision-making speed and readiness to revise previous decisions is a seemingly unavoidable challenge. We present our extension of the former approach and study how this trade-off can efficiently be balanced.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9982019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982019","","Runtime;Costs;Robot kinematics;Heuristic algorithms;Decision making;Switches;Bayes methods","Bayes methods;control engineering computing;decision making;distributed algorithms;mobile robots;multi-robot systems;robot dynamics;robot programming;self-adjusting systems","Bayesian robots;binary environment;collective decision-making;decentralized approach;distributed approach;distributed Bayesian algorithm;dynamic environments;self-organizing robot swarms","","","","19","IEEE","26 Dec 2022","","","IEEE","IEEE Conferences"
"Autonomous Navigation in Dynamic Environments with Multi-Modal Perception Uncertainties","H. Guo; Z. Huang; Q. Ho; M. Ang; D. Rus","Singapore-MIT Alliance for Research and Technology, Singapore; Singapore-MIT Alliance for Research and Technology, Singapore; Singapore-MIT Alliance for Research and Technology, Singapore; National University of Singapore, Singapore; Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","9255","9261","This paper addresses the safe path planning problem for autonomous mobility with multi-modal perception uncertainties. Specifically, we assume that different sensor inputs lead to different Gaussian process regulated perception uncertainties (named as multi-modal perception uncertainties). We implement a Bayesian inference algorithm, which merges the multi-modal GP-regulated uncertainties into a unified one and translates the unified uncertainty into a dynamic risk map. With the safe path planner taking the risk map as input, we are able to plan a safe path for the autonomous vehicle to follow. Experimental results on an autonomous golf cart testbed validate the applicability and efficiency of the proposed algorithm.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9561965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9561965","safe path planning;multi-modal perception uncertainties;autonomous mobility","Uncertainty;Heuristic algorithms;Conferences;Gaussian processes;Robot sensing systems;Path planning;Inference algorithms","Bayes methods;Gaussian processes;mobile robots;path planning;robot dynamics","multimodal perception uncertainties;safe path planning problem;multimodal GP-regulated uncertainties;unified uncertainty","","","","22","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning based Robot Navigation in Dynamic Environments using Occupancy Values of Motion Primitives","N. Ü. Akmandor; H. Li; G. Lvov; E. Dusel; T. Padir","Department of Electrical and Computer Engineering, Northeastern University, Boston, MA, USA; Khoury College of Computer Sciences, Northeastern University, Boston, MA, USA; Department of Electrical and Computer Engineering, Northeastern University, Boston, MA, USA; Department of Electrical and Computer Engineering, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Boston, MA, USA","2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","26 Dec 2022","2022","","","11687","11694","This paper presents a Deep Reinforcement Learning based navigation approach in which we define the occu-pancy observations as heuristic evaluations of motion primitives, rather than using raw sensor data. Our method enables fast mapping of the occupancy data, generated by multi-sensor fusion, into trajectory values in 3D workspace. The computationally efficient trajectory evaluation allows dense sampling of the action space. We utilize our occupancy observations in different data structures to analyze their effects on both training process and navigation performance. We train and test our methodology on two different robots within challenging physics-based simulation environments including static and dy-namic obstacles. We benchmark our occupancy representations with other conventional data structures from state-of-the-art methods. The trained navigation policies are also validated successfully with physical robots in dynamic environments. The results show that our method not only decreases the required training time but also improves the navigation performance as compared to other occupancy representations. The open-source implementation of our work and all related info are available at https://github.com/RIVeR-Lab/tentabot.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9982133","National Science Foundation(grant numbers:1928654); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982133","","Training;Deep learning;Three-dimensional displays;Navigation;Neural networks;Reinforcement learning;Benchmark testing","data structures;learning (artificial intelligence);mobile robots;navigation;path planning;sensor fusion","action space;computationally efficient trajectory evaluation;conventional data structures;Deep Reinforcement;dense sampling;different data structures;dy-namic obstacles;dynamic environments;fast mapping;heuristic evaluations;motion primitives;multisensor fusion;navigation approach;navigation performance;occu-pancy observations;occupancy data;occupancy observations;occupancy representations;occupancy values;physical robots;physics-based simulation environments;raw sensor data;required training time;robot navigation;trained navigation policies;training process;trajectory values","","","","55","IEEE","26 Dec 2022","","","IEEE","IEEE Conferences"
"Obstacle Identification and Ellipsoidal Decomposition for Fast Motion Planning in Unknown Dynamic Environments","M. Kaymaz; N. K. Ure","Faculty of Aeronautics and Astronautics, Istanbul Technical University, Istanbul, Turkey; Faculty of Computer and Informatics Engineering, Istanbul Technical University, Istanbul, Turkey","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","1694","1700","Collision avoidance in the presence of dynamic obstacles in unknown environments is one of the most critical challenges for unmanned systems. In this paper, we present a method that identifies obstacles in terms of ellipsoids to estimate linear and angular obstacle velocities. Our proposed method is based on the idea of any object can be approximately expressed by ellipsoids. To achieve this, we propose a method based on variational Bayesian estimation of Gaussian mixture model, the Kyachiyan algorithm, and a refinement algorithm. Our proposed method does not require knowledge of the number of clusters and can operate in real-time, unlike existing optimization-based methods. In addition, we define an ellipsoid-based feature vector to match obstacles given two timely close point frames. Our method can be applied to any environment with static and dynamic obstacles, including ones with rotating obstacles. We compare our algorithm with other clustering methods and show that when coupled with a trajectory planner, the overall system can efficiently traverse unknown environments in the presence of dynamic obstacles.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160444","","Heuristic algorithms;Clustering methods;Dynamics;Clustering algorithms;Approximation algorithms;Real-time systems;Trajectory","Bayes methods;collision avoidance;Gaussian processes;mobile robots;optimisation;path planning","angular obstacle velocities;clustering methods;collision avoidance;dynamic obstacles;ellipsoid-based feature vector;ellipsoidal decomposition;fast motion planning;Gaussian mixture model;Kyachiyan algorithm;obstacle identification;optimization-based methods;trajectory planner;variational Bayesian estimation","","","","34","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Real-Time Fast Marching Tree for Mobile Robot Motion Planning in Dynamic Environments","J. Silveira; K. Cabral; S. Givigi; J. A. Marshall","Department of Electrical & Computer Engineering, Ingenuity Labs Research Institute, Queen's University, Kingston, ON, Canada; School of Computing, Queen's University, Kingston, ON, Canada; School of Computing and the Ingenuity Labs Research Institute, Queen's University, Kingston, ON, Canada; Department of Electrical & Computer Engineering, Ingenuity Labs Research Institute, Queen's University, Kingston, ON, Canada","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","7837","7843","This paper proposes the Real-Time Fast Marching Tree (RT-FMT), a real-time planning algorithm that features local and global path generation, multiple-query planning, and dynamic obstacle avoidance. During the search, RT-FMT quickly looks for the global solution and, in the meantime, generates local paths that can be used by the robot to start execution faster. In addition, our algorithm constantly rewires the tree to keep branches from forming inside the dynamic obstacles and to maintain the tree root near the robot, which allows the tree to be reused multiple times for different goals. Our algorithm is based on the planners Fast Marching Tree (FMT*) and Real-time Rapidly-Exploring Random Tree (RT-RRT*). We show via simulations that RT-FMT outperforms RT- RRT* in both execution cost and arrival time, in most cases. Moreover, we also demonstrate via simulation that it is worthwhile taking the local path before the global path is available in order to reduce arrival time, even though there is a small possibility of taking an inferior path.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160595","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160595","","Heuristic algorithms;Dynamics;Search problems;Real-time systems;Planning;Trajectory;Space exploration","collision avoidance;mobile robots;path planning;query processing;trees (mathematics)","arrival time;dynamic environments;dynamic obstacle avoidance;dynamic obstacles;FMT*;global path generation;global solution;inferior path;local path;mobile robot motion planning;multiple-query planning;Random Tree;Real-Time Fast Marching Tree;RT-FMT;tree root","","","","13","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Multi-Robot Mission Planning in Dynamic Semantic Environments","S. Kalluraya; G. J. Pappas; Y. Kantaros","Department of Electrical and Systems Engineering (ESE), Washington University in St. Louis, St. Louis, MO, USA; Department of ESE, University of Pennsylvania, Philadelphia, PA, USA; Department of Electrical and Systems Engineering (ESE), Washington University in St. Louis, St. Louis, MO, USA","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","1630","1637","This paper addresses a new semantic multi-robot planning problem in uncertain and dynamic environments. Particularly, the environment is occupied with mobile and uncertain semantic targets. These targets are governed by stochastic dynamics while their current and future positions as well as their semantic labels are uncertain. Our goal is to control mobile sensing robots so that they can accomplish collaborative semantic tasks defined over the uncertain current/future positions and semantic labels of these targets. We express these tasks using Linear Temporal Logic (LTL). We propose a sampling-based approach that explores the robot motion space, the mission specification space, as well as the future configurations of the semantic targets to design optimal paths. These paths are revised online to adapt to uncertain perceptual feedback. To the best of our knowledge, this is the first work that addresses semantic mission planning problems in uncertain and dynamic semantic environments. We provide extensive experiments that demonstrate the efficiency of the proposed method.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160344","ARL(grant numbers:DCIST CRA W911NF-17-2-0181); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160344","","Robot motion;Navigation;Space missions;Heuristic algorithms;Semantics;Aerospace electronics;Robot sensing systems","mobile robots;multi-robot systems;path planning;temporal logic","collaborative semantic tasks;current positions;dynamic environments;dynamic semantic environments;mission specification space;mobile sensing robots;mobile targets;multirobot mission planning;robot motion space;semantic labels;semantic mission;semantic multirobot planning problem;stochastic dynamics;uncertain environments;uncertain perceptual feedback;uncertain semantic targets","","","","65","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Globally Guided Trajectory Planning in Dynamic Environments","O. de Groot; L. Ferranti; D. Gavrila; J. Alonso–Mora","Dept. of Cognitive Robotics, TU Delft, CD Delft, The Netherlands; Dept. of Cognitive Robotics, TU Delft, CD Delft, The Netherlands; Dept. of Cognitive Robotics, TU Delft, CD Delft, The Netherlands; Dept. of Cognitive Robotics, TU Delft, CD Delft, The Netherlands","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","10118","10124","Navigating mobile robots through environments shared with humans is challenging. From the perspective of the robot, humans are dynamic obstacles that must be avoided. These obstacles make the collision-free space nonconvex, which leads to two distinct passing behaviors per obstacle (passing left or right). For local planners, such as receding-horizon trajectory optimization, each behavior presents a local optimum in which the planner can get stuck. This may result in slow or unsafe motion even when a better plan exists. In this work, we identify trajectories for multiple locally optimal driving behaviors, by considering their topology. This identification is made consistent over successive iterations by propagating the topology information. The most suitable high-level trajectory guides a local optimization-based planner, resulting in fast and safe motion plans. We validate the proposed planner on a mobile robot in simulation and real-world experiments.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160379","Dutch Science Foundation NWO-TTW(grant numbers:14667); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160379","","Trajectory planning;Tracking;Navigation;Computational modeling;Dynamics;Behavioral sciences;Topology","collision avoidance;mobile robots;optimisation;path planning","collision-free space nonconvex;distinct passing behaviors;dynamic environments;dynamic obstacles;fast motion plans;globally guided trajectory planning;local optimization-based planner;local planners;mobile robot;multiple locally optimal driving behaviors;navigating mobile robots;receding-horizon trajectory optimization;safe motion plans;slow motion;suitable high-level trajectory guides;topology information;unsafe motion","","","","24","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Lifelong Localization in Semi-Dynamic Environment","S. Zhu; X. Zhang; S. Guo; J. Li; H. Liu","State Key Laboratory of Automotive Safety and Energy, and the School of Vehicle and Mobility, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, and the School of Vehicle and Mobility, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, and the School of Vehicle and Mobility, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, and the School of Vehicle and Mobility, Tsinghua University, Beijing, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","14389","14395","Mapping and localization in non-static environments are fundamental problems in robotics. Most of previous methods mainly focus on static and highly dynamic objects in the environment, which may suffer from localization failure in semi-dynamic scenarios without considering objects with lower dynamics, such as parked cars and stopped pedestrians. In this paper, we introduce semantic mapping and lifelong localization approaches to recognize semi-dynamic objects in non-static environments. We also propose a generic framework that can integrate mainstream object detection algorithms with mapping and localization algorithms. The mapping method combines an object detection algorithm and a SLAM algorithm to detect semi-dynamic objects and constructs a semantic map that only contains semi-dynamic objects in the environment. During navigation, the localization method can classify observation corresponding to static and non-static objects respectively and evaluate whether those semi-dynamic objects have moved, to reduce the weight of invalid observation and localization fluctuation. Real-world experiments show that the proposed method can improve the localization accuracy of mobile robots in non-static scenarios.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9561584","Research and Development; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9561584","","Location awareness;Simultaneous localization and mapping;Fluctuations;Navigation;Heuristic algorithms;Conferences;Semantics","mobile robots;object detection;robot vision;SLAM (robots)","lifelong localization;semidynamic environment;nonstatic environments;static objects;highly dynamic objects;localization failure;semidynamic scenarios;lower dynamics;semantic mapping;semidynamic objects;mainstream object detection algorithms;localization algorithms;object detection algorithm;semantic map;localization method;nonstatic objects;invalid observation;localization fluctuation;nonstatic scenarios","","","","38","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"CoMBiNED: Multi-Constrained Model Based Planning for Navigation in Dynamic Environments","H. Pandya; R. P. K. Poudel; S. Liwicki","Toshiba Research, Cambridge, UK; Toshiba Research, Cambridge, UK; Toshiba Research, Cambridge, UK","2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","26 Dec 2022","2022","","","13634","13640","Recent deep reinforcement learning (DRL) approaches have achieved high success rate in map-less dynamic obstacle avoidance tasks. However, navigation in unseen dynamic scenarios without a pre-built map in the presence of dynamic obstacles still remains an open challenge. Since, learning accurate models for complex robotic scenarios such as navigation directly from high dimensional sensory measurements requires a large amount of data and training. Furthermore, even a small change on robot configuration such as kino-dynamics or sensor in the inference time requires re-training of the policy. In this paper, we address these issues in a principled fashion through a multi-constraint model based online planning (CoMBiNED) framework that does not require any retraining or modifications on the existing policy. We disentangle the given task into sub-tasks and learn dynamical models for them. Treating these dynamical models as soft-constraints, we employ stochastic optimisation to jointly optimize these sub-tasks on-the-fly at the inference time. We consider navigation as central application in this work and evaluate our approach on publicly available benchmark with complex dynamic scenarios and achieved significant improvement over recent approaches both in the cases of with-and-without given map of the environment.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981479","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981479","","Training;Indoor navigation;Stochastic processes;Reinforcement learning;Benchmark testing;Robot sensing systems;Planning","belief networks;collision avoidance;learning (artificial intelligence);mobile robots;optimisation;path planning","complex dynamic scenarios;complex robotic scenarios;dynamic environments;dynamic obstacles;dynamical models;given map;high dimensional sensory measurements;high success rate;inference time;kino-dynamics;map-less dynamic obstacle avoidance tasks;model based planning;multiconstraint model;navigation;online planning framework;pre-built map;recent deep reinforcement learning approaches;robot configuration;unseen dynamic scenarios","","","","26","IEEE","26 Dec 2022","","","IEEE","IEEE Conferences"
"A Trajectory Planner For Mobile Robots Steering Non-Holonomic Wheelchairs In Dynamic Environments","M. Schulze; F. Graaf; L. Steffen; A. Roennau; R. Dillmann","FZI Research Center for Information Technology, Karlsruhe, Germany; FZI Research Center for Information Technology, Karlsruhe, Germany; FZI Research Center for Information Technology, Karlsruhe, Germany; FZI Research Center for Information Technology, Karlsruhe, Germany; FZI Research Center for Information Technology, Karlsruhe, Germany","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","3642","3648","Motion planning for mobile robot platforms is one of the long-established research fields in robotics. In this paper, we propose a trajectory planner for mobile holonomic robots to steer non-holonomic conventional passive wheelchairs in dynamic environments. The challenges to overcome when steering a wheelchair are to find smooth feasible trajectories, maintain a fast reactive response to dynamic obstacles and to satisfy a set of additional constraints such as limiting physical forces acting on the wheelchair occupants. Our approach is a variant of the timed-elastic-bands (TEB) planner, which includes a footprint of the wheelchair during optimization, and generates a steering angle which is then consumed by an arm controller to actuate the relative orientation between the wheelchair and the mobile platform. This is realized by posing new non-holonomic and kinodynamic constraints on the TEB planner and an implementation of a suitable real-time dual-arm controller for executing steering commands. We demonstrate our results based on a TEB baseline comparison in simulation using functional models of our robot HoLLiE and a wheelchair.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10161082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10161082","","Limiting;Automation;Wheelchairs;Dynamics;Real-time systems;Trajectory;Planning","collision avoidance;handicapped aids;mobile robots;path planning;robot dynamics;wheelchairs","dynamic environments;dynamic obstacles;fast reactive response;kinodynamic constraints;long-established research fields;mobile holonomic robots;mobile platform;mobile robot platforms;mobile robots steering nonholonomic wheelchairs;motion planning;nonholonomic conventional passive wheelchairs;robot HoLLiE;smooth feasible trajectories;steering angle;steering commands;TEB planner;timed-elastic-bands planner;trajectory planner;wheelchair occupants","","","","17","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Allocating Limited Sensing Resources to Accurately Map Dynamic Environments","D. Mitchell; N. Michael","Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA","2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","10 Feb 2021","2020","","","4706","4711","This work addresses the problem of learning a model of a dynamic environment using many independent Hidden Markov Models (HMMs) with a limited number of observations available per iteration. Many techniques exist to model dynamic environments, but do not consider how to deploy robots to build this model. Additionally, there are many techniques for exploring environments that do not consider how to prioritize regions when resources, in terms of robots to deploy and deployment durations, are limited. Here, we consider an environment model consisting of a series of HMMs that evolve over time independently and can be directly observed. At each iteration, we must determine which HMMs to observe in order to maximize the gain in model accuracy. We present a utility measure that balances a Pearson's χ2 goodness-of-fit of the dynamics model with Mutual Information (MI) to ensure that observations are allocated to maximize the convergence rate of all HMMs, resulting in a faster convergence to higher steady-state model confidence and accuracy than either χ2 or MI alone.","2153-0866","978-1-7281-6212-6","10.1109/IROS45743.2020.9340719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340719","","Uncertainty;Hidden Markov models;Dynamic scheduling;Robot sensing systems;Sensors;Time factors;Convergence","hidden Markov models;robots","HMM;steady-state model;limited sensing resources;dynamic environment;hidden Markov models;mutual information;robots","","","","15","IEEE","10 Feb 2021","","","IEEE","IEEE Conferences"
