Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
A Light Stage on Every Desk,S. Sengupta; B. Curless; I. Kemelmacher-Shlizerman; S. Seitz,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9709911,NO,"Whereas existing light stages require expensive, room-scale spherical capture gantries and exist in only a few labs in the world, we demonstrate how to acquire useful data from a normal TV or desktop monitor. We train a deep network on images plus monitor patterns of a given user and learn to predict images of that user under any target illumination (monitor pattern)."
Bayesian Relational Memory for Semantic Visual Navigation,Y. Wu; Y. Wu; A. Tamar; S. Russell; G. Gkioxari; Y. Tian,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9009539,NO,"BRM takes the form of a probabilistic relation graph over semantic entities (e.g., room types), which allows (1) capturing the layout prior from training environments, i.e., prior knowledge, (2) estimating posterior layout at test time, i.e., memory update, and (3) efficient planning for navigation, altogether. We introduce a new memory architecture, Bayesian Relational Memory (BRM), to improve the generalization ability for semantic visual navigation agents in unseen environments, where an agent is given a semantic target to navigate towards."
Embodied Amodal Recognition: Learning to Move to Perceive Objects,J. Yang; Z. Ren; M. Xu; X. Chen; D. Crandall; D. Parikh; D. Batra,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9008379,NO,"In this work, we introduce the task of Embodied Amodel Recognition (EAR): an agent is instantiated in a 3D environment close to an occluded target object, and is free to move in the environment to perform object classification, amodal object localization, and amodal object segmentation. Experimental results show that: 1) agents with embodiment (movement) achieve better visual recognition performance than passive ones and 2) in order to improve visual recognition abilities, agents can learn strategic paths that are different from shortest paths."
Learning to Caption Images Through a Lifetime by Asking Questions,T. Shen; A. Kar; S. Fidler,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9009050,NO,"Our agent is composed of three interacting modules, one that performs captioning, another that generates questions and a decision maker that learns when to ask questions by implicitly reasoning about the uncertainty of the agent and expertise of the teacher. In order to bring artificial agents into our lives, we will need to go beyond supervised learning on closed datasets to having the ability to continuously expand knowledge."
From Open Set to Closed Set: Counting Objects by Spatial Divide-and-Conquer,H. Xiong; H. Lu; C. Liu; L. Liu; Z. Cao; C. Shen,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010835,YES,"Visual counting, a task that predicts the number of objects from an image/video, is an open-set problem by nature, i.e., the number of population can vary in [0,+∞) in theory. Existing methods typically model this task in a regression manner, while they are likely to suffer from an unseen scene with counts out of the scope of the closed set."
Joint Prediction for Kinematic Trajectories in Vehicle-Pedestrian-Mixed Scenes,H. Bi; Z. Fang; T. Mao; Z. Wang; Z. Deng,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9008812,NO,"However, they fall short of handling crowded vehicle-pedestrian-mixed scenes directly since vehicles, limited with kinematics in reality, should be treated as rigid, non-particle objects ideally. Through comparisons between our method with state-of-the-art approaches, we show the effectiveness and advantages of our method on kinematic trajectories prediction in vehicle-pedestrian-mixed scenes."
STIRNet: A Spatial-temporal Interaction-aware Recursive Network for Human Trajectory Prediction,Y. Peng; G. Zhang; X. Li; L. Zheng,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607725,NO,Experimental results on two public pedestrian trajectory datasets (ETH and UCY) demonstrate that our proposed model achieves superior performances compared with state-of-the-art methods on ADE and FDE metrics. Pedestrian trajectory prediction is one of the important research topics in the field of computer vision and a key technology of autonomous driving system.
A Framework for Semi-automatic Collection of Temporal Satellite Imagery for Analysis of Dynamic Regions,N. K. Motlagh; A. Radhakrishnan; J. Davis; R. Ilin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607433,NO,"We address this need by presenting a framework to semi-automatically collect and label dynamic regions in satellite imagery using crowd-sourced OpenStreetMap data and available satellite imagery resources. The lack of a streamlined method to collect and label imagery over time makes it challenging to tackle these problems using popular, supervised deep learning approaches."
Learning to Localise and Count with Incomplete Dot-annotations,F. Chen; M. P. Pound; A. P. French,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607724,NO,"This reduction of annotations can be imposed by the researchers by asking annotators to intentionally label only 50% of what they see in each image - a form of ’few-click’ annotation. Whilst tuning of the key parameters is required, we find that setting conservative parameter values can help more realistic situations, where only small amounts of data have been missed by annotators."
Exploring the Limitations of Behavior Cloning for Autonomous Driving,F. Codevilla; E. Santana; A. Lopez; A. Gaidon,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9009463,YES,"However, we confirm some limitations of the behavior cloning approach: some wellknown limitations (e.g., dataset bias and overfitting), new generalization issues (e.g., dynamic objects and the lack of a causal modeling), and training instabilities, all requiring further research before behavior cloning can graduate to real-world driving. Behavior cloning in particular has been successfully used to learn simple visuomotor policies end-to-end, but scaling to the full spectrum of driving behaviors remains an unsolved problem."
Neural Re-Simulation for Generating Bounces in Single Images,C. Innamorati; B. Russell; D. Kaufman; N. Mitra,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9009056,NO,"The neural network can then be seen as learning to `correct' traditional simulation output, generated with incomplete and imprecise world information, to obtain context-specific, visually plausible re-simulated output - a process we call neural re-simulation. Given a starting trajectory, physically simulated with the estimated geometry of a single, static input image, we learn to 'correct' this trajectory to a visually plausible one via a neural network."
Human Trajectory Prediction via Counterfactual Analysis,G. Chen; J. Li; J. Lu; J. Zhou,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710303,NO,"Hence, we propose a counterfactual analysis method for human trajectory prediction to investigate the causality between the predicted trajectories and input clues and alleviate the negative effects brought by the environment bias. We show that our method achieves consistent improvement for different baselines and obtains the state-of-the-art results on public pedestrian trajectory forecasting benchmarks.1"
In-the-Wild Single Camera 3D Reconstruction Through Moving Water Surfaces,J. Xiong; W. Heidrich,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710376,NO,"We propose a novel differentiable framework, which, to our knowledge, is the first single-camera solution that is capable of simultaneously retrieving the structure of dynamic water surfaces and static underwater scene geometry in the wild. Experimental results show that our method is able to realize robust and quality reconstructions on a variety of scenes, both in a laboratory environment and in the wild, and even in a salt water environment."
Inference of Black Hole Fluid-Dynamics from Sparse Interferometric Measurements,A. Levis; D. Lee; J. A. Tropp; C. F. Gammie; K. L. Bouman,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9711239,NO,"We are motivated by the task of imaging the stochastically evolving environment surrounding black holes, and demonstrate how flow parameters can be estimated from sparse interferometric measurements used in radio astronomical imaging. We analyze our approach on realistic simulations of black hole evolution and demonstrate its advantage over state-of-the-art dynamic black hole imaging techniques."
MOTSynth: How Can Synthetic Data Help Pedestrian Detection and Tracking?,M. Fabbri; G. Brasó; G. Maugeri; O. Cetintas; R. Gasparini; A. Ošep; S. Calderara; L. Leal-Taixé; R. Cucchiara,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9711285,NO,"However, data acquisition in crowded public environments raises data privacy concerns – we are not allowed to simply record and store data without the explicit consent of all participants. Our experiments show that MOTSynth can be used as a replacement for real data on tasks such as pedestrian detection, re-identification, segmentation, and tracking."
Learning to drive from a world on rails,D. Chen; V. Koltun; P. Krähenbühl,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9709920,NO,"Our approach computes action-values for each training trajectory using a tabular dynamic-programming evaluation of the Bellman equations; these action-values in turn supervise the final vision-based driving policy. This assumption greatly simplifies the learning problem, factorizing the dynamics into a non-reactive world model and a low-dimensional and compact forward model of the ego-vehicle."
BEV-Net: Assessing Social Distancing Compliance by Joint People Localization and Geometric Reasoning,Z. Dai; Y. Jiang; Y. Li; B. Liu; A. B. Chan; N. Vasconcelos,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710671,YES,"BEV-Net combines detection of head and feet locations, camera pose estimation, a differentiable homography module to map image into BEV coordinates, and geometric reasoning to produce a BEV map of the people locations in the scene. A dataset of crowd scenes with people annotations under a bird’s eye view (BEV) and ground truth for metric distances is introduced, and several measures for the evaluation of social distance detection systems are proposed."
Episodic Transformer for Vision-and-Language Navigation,A. Pashevich; C. Schmid; C. Sun,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710429,NO,"We demonstrate that encoding the history with a transformer is critical to solve compositional tasks, and that pretraining and joint training with synthetic instructions further improve the performance. To improve training, we leverage synthetic instructions as an intermediate representation that decouples understanding the visual appearance of an environment from the variations of natural language instructions."
DRIVE: Deep Reinforced Accident Anticipation with Visual Explanation,W. Bao; Q. Yu; Y. Kong,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710981,NO,"The method simulates both the bottom-up and top-down visual attention mechanism in a dashcam observation environment so that the decision from the pro-posed stochastic multi-task agent can be visually explained by attentive regions. Traffic accident anticipation aims to accurately and promptly predict the occurrence of a future accident from dashcam videos, which is vital for a safety-guaranteed self-driving system."
"X-World: Accessibility, Vision, and Autonomy Meet",J. Zhang; M. Zheng; M. Boyd; E. Ohn-Bar,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710390,NO,"A main reason for this issue is the absence of any large-scale, standardized vision benchmarks that incorporate relevant tasks and scenarios related to people with disabilities. Our contributions provide an initial step towards widespread deployment of vision-based agents that can perceive and model the interaction needs of diverse people with disabilities."
Relational Prior for Multi-Object Tracking,A. Moskalev; I. Sosnovik; A. Smeulders,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607526,NO,"Such an approach does not take inter-object relations into account, which may cause unreliable tracking for the members of the groups, especially in crowded scenarios, where individual cues become unreliable. Most of the current state-of-the-art trackers follow the approach of tracking each object independently, with the mechanism to handle the overlapping trajectories where necessary."
Wanderlust: Online Continual Object Detection in the Real World,J. Wang; X. Wang; Y. Shang-Guan; A. Gupta,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710595,YES,The emergence of new object categories in our benchmark follows a pattern similar to what a single person might see in their day-to-day life. We also introduce new evaluation metrics to evaluate the model performance and catastrophic forgetting and provide baseline studies for online continual object detection.
Great Ape Detection in Challenging Jungle Camera Trap Footage via Attention-Based Spatial and Temporal Feature Blending,X. Yang; M. Mirmehdi; T. Burghardt,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9022562,NO,"It is applicable to challenging camera trap footage in complex jungle environments and extends a traditional feature pyramid architecture by adding self-attention driven feature blending in both the spatial as well as the temporal domain. We evaluate the framework using 500 camera trap videos of great apes from the Pan African Programme containing 180K frames, which we manually annotated with accurate per-frame animal bounding boxes."
Attentive and Contrastive Learning for Joint Depth and Motion Field Estimation,S. Lee; F. Rameau; F. Pan; I. S. Kweon,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710937,NO,"Experiments on KITTI, Cityscapes, and Waymo Open Dataset demonstrate the relevance of our approach and show that our method outperforms state-of-the-art algorithms for the tasks of self-supervised monocular depth estimation, object motion segmentation, monocular scene flow estimation, and visual odometry. Second, we propose an object motion field estimation through contrastive sample consensus, called CSAC, taking advantage of weak semantic prior (bounding box from an object detector) and geometric constraints (each object respects the rigid body motion model)."
"MAAD: A Model and Dataset for ""Attended Awareness"" in Driving",D. Gopinath; G. Rosman; S. Stent; K. Terahata; L. Fletcher; B. Argall; J. Leonard,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607423,YES,"Our results show that our model is able to reasonably estimate attended awareness in a controlled setting, and in the future could potentially be extended to real egocentric driving data to help enable more effective ahead-of-time warnings in safety systems and thereby augment driver performance. We define ""attended awareness"" to be those parts of a potentially dynamic scene which a person has attended to in recent history and which they are still likely to be physically aware of."
A System for Fusing Color and Near-Infrared Images in Radiance Domain,K. C. Ng; J. Shen; C. M. Ho,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607811,NO,We proposed two methods to correct the fusion color: linear scalings when raw images were used and color swapping with base-detail image decomposition in the presence of nonlinearity in the ISP pipeline. Previous dehazing methods based on RGB-NIR fusion exist but have rarely addressed the issue of color fidelity and potential see-through effect of fusing with NIR image.
Few-Shot Learning With Embedded Class Models and Shot-Free Meta Training,A. Ravichandran; R. Bhotika; S. Soatto,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9009038,NO,"Rather than fixing the class prototypes to be the Euclidean average of sample embeddings, we allow them to live in a higher-dimensional space (embedded class models) and learn the prototypes along with the model parameters. The class representation function is defined implicitly, which allows us to deal with a variable number of shots per class with a simple constant-size architecture."
"Monocular, One-stage, Regression of Multiple 3D People",Y. Sun; Q. Bao; W. Liu; Y. Fu; M. J. Black; T. Mei,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710639,YES,"Our method simultaneously predicts a Body Center heatmap and a Mesh Parameter map, which can jointly describe the 3D body mesh on the pixel level. Through a body-center-guided sampling process, the body mesh parameters of all people in the image are easily extracted from the Mesh Parameter map."
Counting With Focus for Free,Z. Shi; P. Mettes; C. Snoek,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010851,YES,"Second, we propose supervised focus from global density, where the ratio of point annotations to image pixels is used in another branch to regularize the overall density estimation. Experiments on six datasets show that all our contributions reduce the counting error, regardless of the base network, resulting in state-of-the-art accuracy using only a single network."
Multi-Instance Pose Networks: Rethinking Top-Down Pose Estimation,R. Khirodkar; V. Chari; A. Agrawal; A. Tyagi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710259,NO,"Interestingly, when fewer, high confidence bounding boxes are used, HRNet’s performance degrades (by 5 AP) on OCHuman, whereas MIPNet maintains a relatively stable performance (drop of 1 AP) for the same inputs. When using ground truth bounding boxes for inference, MIP-Net achieves an improvement of 0.7 AP on COCO, 0.9 AP on CrowdPose, and 9.1 AP on OCHuman validation sets compared to HRNet."
Pixel-Perfect Structure-from-Motion with Featuremetric Refinement,P. Lindenberger; P. -E. Sarlin; V. Larsson; M. Pollefeys,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710072,YES,"In this paper, we refine two key steps of structure-from-motion by a direct alignment of low-level image information from multiple views: we first adjust the initial keypoint locations prior to any geometric estimation, and subsequently refine points and camera poses as a post-processing. This refinement is robust to large detection noise and appearance changes, as it optimizes a featuremetric error based on dense features predicted by a neural network."
Foreground-Aware Pyramid Reconstruction for Alignment-Free Occluded Person Re-Identification,H. Lingxiao; Y. Wang; W. Liu; H. Zhao; Z. Sun; J. Feng,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010027,NO,"The effectiveness of the proposed method is clearly demonstrated by the experimental results (Rank-1 accuracy) on three occluded person datasets: Partial REID (78.30%), Partial iLIDS (68.08%), Occluded REID (81.00%), and three benchmark person datasets: Market1501 (95.42%), DukeMTMC (88.64%), CUHK03 (76.08%). Then an alignment-free matching approach namely Foreground-aware Pyramid Reconstruction (FPR) is developed to accurately compute matching scores between occluded persons, regardless of their different scales and sizes."
Making Higher Order MOT Scalable: An Efficient Approximate Solver for Lifted Disjoint Paths,A. Hornakova; T. Kaiser; P. Swoboda; M. Rolinek; B. Rosenhahn; R. Henschel,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710859,NO,"Our approximate solver enables us to process the MOT15/16/17 benchmarks without sacrificing solution quality and allows for solving MOT20, which has been out of reach up to now for LDP solvers due to its size and complexity. On all these four standard MOT benchmarks we achieve performance comparable or better than current state-of-the-art methods including a tracker based on an optimal LDP solver."
Image Retrieval on Real-life Images with Pre-trained Vision-and-Language Models,Z. Liu; C. Rodriguez-Opazo; D. Teney; S. Gould,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710082,YES,"Existing methods have only been applied to non-complex images within narrow domains, such as fashion products, thereby limiting the scope of study on in-depth visual reasoning in rich image and language contexts. To address this issue, we collect the Compose Image Retrieval on Real-life images (CIRR) dataset, which consists of over 36,000 pairs of crowd-sourced, open-domain images with human-generated modifying text."
"Unidentified Video Objects: A Benchmark for Dense, Open-World Segmentation",W. Wang; M. Feiszli; H. Wang; D. Tran,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710887,NO,"Besides shifting the focus to the open-world setup, UVO is significantly larger, providing approximately 6 times more videos compared with DAVIS, and 7 times more mask (instance) annotations per video compared with YouTube-VO(I)S. UVO is also more challenging as it includes many videos with crowded scenes and complex background motions. We believe that UVO is a versatile testbed for researchers to develop novel approaches for open-world class-agnostic object segmentation, and inspires new research directions towards a more comprehensive video understanding beyond classification and detection."
YouRefIt: Embodied Reference Understanding with Language and Gesture,Y. Chen; Q. Li; D. Kong; Y. L. Kei; S. -C. Zhu; T. Gao; Y. Zhu; S. Huang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9711427,NO,"To the best of our knowledge, this is the first embodied reference dataset that allows us to study referring expressions in daily physical scenes to understand referential behavior, human communication, and human-robot interaction. To tackle this problem, we introduce YouRefIt, a new crowd-sourced dataset of embodied reference collected in various physical scenes; the dataset contains 4,195 unique reference clips in 432 indoor scenes."
CrowdDriven: A New Challenging Dataset for Outdoor Visual Localization,A. Jafarzadeh; M. L. Antequera; P. Gargallo; Y. Kuang; C. Toft; F. Kahl; T. Sattler,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710297,NO,"We propose a new benchmark for visual localization in outdoor scenes, using crowd-sourced data to cover a wide range of geographical regions and camera devices with a focus on the failure cases of current algorithms. Visual localization is the problem of estimating the position and orientation from which a given image (or a sequence of images) is taken in a known scene."
A Machine Teaching Framework for Scalable Recognition,P. Wang; N. Vasconcelos,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710974,NO,"For this, CMaxGrad leverages counterfactual explanations, which take into account student predictions, thereby proving feedback that is student-specific, explicitly addresses the causes of student confusion, and adapts to the level of competence of the student. A small amount of data is first labeled by experts and then used to teach online annotators for the classes of interest, who finally label the entire dataset."
SDVTracker: Real-Time Multi-Sensor Association and Tracking for Self-Driving Vehicles,S. Gautam; G. P. Meyer; C. Vallespi-Gonzalez; B. C. Becker,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607432,NO,"We show this system significantly outperforms hand-engineered methods on a real-world urban driving dataset while running in less than 2.5 ms on CPU for a scene with 100 actors, making it suitable for self-driving applications where low latency and high accuracy is critical. We present a practical and lightweight tracking system, SDV-Tracker, that uses a deep learned model for association and state estimation in conjunction with an Interacting Multiple Model (IMM) filter."
Body-Face Joint Detection via Embedding and Head Hook,J. Wan; J. Deng; X. Qiu; F. Zhou,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9711464,YES,"Since the problem is unexplored yet, we design a new metric named log-average miss matching rate (mMR−2) to evaluate the association performance and extend the CrowdHuman and CityPersons benchmarks by annotating each face box. Experiments show that our BFJ detector can maintain state-of-the-art performance in pedestrian detection on both one-stage and two-stage structures while greatly outperform various body-face association strategies."
When Pigs Fly: Contextual Reasoning in Synthetic and Natural Scenes,P. Bomatter; M. Zhang; D. Karev; S. Madan; C. Tseng; G. Kreiman,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710269,YES,"While previous work has focused on crowd-sourced out-of-context photographs from the web to study scene context, controlling the nature and extent of contextual violations has been a daunting task. We conducted psychophysics experiments to establish a human benchmark for out-of-context recognition, and then compared it with state-of-the-art computer vision models to quantify the gap between the two."
UVStyle-Net: Unsupervised Few-shot Learning of 3D Style Similarity Measure for B-Reps,P. Meltzer; H. Shayani; A. Khasahmadi; P. K. Jayaraman; A. Sanghi; J. Lambourne,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710940,YES,"We propose UVStyle-Net, a style similarity measure for B-Reps that leverages the style signals in the second order statistics of the activations in a pre-trained (unsupervised) 3D encoder, and learns their relative importance to a subjective end-user through few-shot learning. We also show it is able to generate meaningful style gradients with respect to the input shape, and that few-shot learning with as few as two positive examples selected by an end-user is sufficient to significantly improve the style measure."
LookOut: Diverse Multi-Future Prediction and Planning for Self-Driving,A. Cui; S. Casas; A. Sadat; R. Liao; R. Urtasun,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710950,NO,"In this paper, we present LOOKOUT, a novel autonomy system that perceives the environment, predicts a diverse set of futures of how the scene might unroll and estimates the trajectory of the SDV by optimizing a set of contingency plans over these future realizations. Through extensive evaluations, we show that our model demonstrates significantly more diverse and sample-efficient motion forecasting in a large-scale self-driving dataset as well as safer and less-conservative motion plans in long-term closed-loop simulations when compared to current state-of-the-art models."
RAIN: Reinforced Hybrid Attention Inference Network for Motion Forecasting,J. Li; F. Yang; H. Ma; S. Malla; M. Tomizuka; C. Choi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710777,NO,"We validate the framework on both synthetic simulations and motion forecasting benchmarks in different domains, demonstrating that our method not only achieves state-of-the-art forecasting performance, but also provides interpretable and reasonable hybrid attention weights. Motion forecasting plays a significant role in various domains (e.g., autonomous driving, human-robot interaction), which aims to predict future motion sequences given a set of historical observations."
