Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
"Towards a Scalable, Self-Reconfigurable Robot with Compliant Modules",S. Ceron; L. Horowitz; N. Wilson; C. Chen; D. Kim; K. Petersen,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901063,NO,"The flexible PCB eases assembly and introduces compliance for safe interaction with external objects and other modules, as well as configuration of large scale lattice configurations beyond what the manufacturing tolerances allow. Modules consist primarily of a flexible printed circuit board rolled in a loop that is populated with all electronic components and 12 simplified electro-permanent magnets for mobility and communication."
Decentralized Dynamic Task Allocation in Swarm Robotic Systems for Disaster Response: Extended Abstract,P. Ghassemi; D. DePauw; S. Chowdhury,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901062,NO,"Very few existing decentralized multi-robotic task allocation (MRTA) methods simultaneously offer the following capabilities: consideration of task deadlines, consideration of robot range and task completion capacity limitations, and allowing asynchronous decision-making under dynamic task spaces. Multiple robotic systems, working together, can provide important solutions to different real-world applications (e.g., disaster response), among which task allocation problems feature prominently."
Experimental Validation of Stable Coordination for Multi-Robot Systems with Limited Fields of View using a Portable Multi-Robot Testbed- EXTENDED ABSTRACT,P. Mukherjee; M. Santilli; A. Gasparri; R. K. Williams,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901066,NO,"These problems arise naturally for multi-robot systems that interact based on sensing, such as our case study of multiple unmanned aerial vehicles (UAVs) each equipped with several cameras that are used for detecting neighboring UAVs. In this paper, we address the problem of stable coordinated motion in multi-robot systems with limited fields of view (FOVs)."
Decentralized Nonlinear Model Predictive Control for 3D Formation of Multirotor Micro Aerial Vehicles with Relative Sensing and Estimation,I. K. Erunsal; A. Martinoli; R. Ventura,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901098,NO,"In recent years, extensive research is conducted on the coordination and cooperation strategies of multirotor Micro Aerial Vehicles (MAVs) to perform high-level missions such as scientific exploration, search and rescue, intelligence gathering etc. Among MPC methods, especially Nonlinear Model Predictive Control (NMPC) is particularly suitable to control the robots whose fast dynamics are needed to be predicted by nonlinear models and constraints as in multirotor MAVs."
Implementation of Washing Machine System Via Utilization of Fuzzy Logic Algorithms,K. A. Kareem; W. H. Ali,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567796,NO,"The washing machine fuzzy logic system is based on detecting four input parameters The amount of dust (dirt), the kind of dust, the sensitivity of the material, and the number of garments are all factors to consider. In addition, applying fuzzy logic saves the amount of water, detergent and electricity, and finally saves time, which is a big factor, reducing process costs."
Scheduling Spare Drones for Persistent Task Performance with Several Replacement Stations - EXTENDED ABSTRACT,E. Hartuv; N. Agmon; S. Kraus,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901097,NO,"The drones are given a set of locations and their task is to ensure that at least one drone will be present, for example for monitoring, over each location at any given time. Because of energy limitations, drones must be replaced from time to time, and fly back to one of a given fixed set of homes where their batteries can be replaced."
Vision-based Alignment Control for Mini Forklift System in Confine Area Operation,A. Irawan; M. A. Yaacob; F. A. Azman; M. R. Daud; A. R. Razali; S. N. Sheikh Ali,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540552,NO,"This proposed vision-based control is designed to translate the information from the camera to the mecanum wheel driven sequences for autonomous motion appearing a copper spool and to ensure the forlift center of gravity aligned with copper spool. In the spool inspection process, a vision camera is used and programmed to do the marking process on the spool centroid using the Haarcascade method."
An Approximation Algorithm for Distributed Resilient Submodular Maximization: Extended Abstract,L. Zhou; P. Tokekar,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901088,NO,"We study the distributed version of the problem, where each robot must choose its own actions only by communicating with its neighbors. We consider an adversarial scenario where a subset of the robots can be attacked and cannot contribute to the objective function."
A Soft-Bodied Modular Reconfigurable Robotic System Composed of Interconnected Kilobots,F. Pratissoli; A. Reina; Y. K. Lopes; L. Sabattini; R. Groß,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901061,NO,"A series of experiments were conducted to validate the algorithm, investigating the ability of the robot to follow a predefined trajectory, to squeeze and extend its shape and to control its motion independently of the number of modules. The Kilobot Soft Robot is realized by inter-connecting a group of miniature mobile modules, based on the commercially available Kilobot, through an elastic material."
Micro-Expression Recognition Using VGG19 Convolutional Neural Network Architecture And Random Forest,A. F. Ibrahim; S. P. Ristiawanto; C. Setianingsih; B. Irawan,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567872,NO,"The distribution percentage of the database which have best performance is obtained when the split is 90:10 with result 99% - 100% accuracy, 99%-100% precision, 100% recall, and 100% f1-score. The method used is by using Convolutional Neural Network (CNN) with Visual Geometry Group - 19 (VGG19) architecture as feature extractor and random forest as classifier."
Cooperative Control of an Autonomous Floating Modular Structure Without Communication: Extended Abstract,W. Wang; L. Mateos; Z. Wang; K. W. Huang; M. Schwager; C. Ratti; D. Rus,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901054,NO,"A leader in the structure can steer the whole group to these predefined states by applying a relatively small force and torque, whose effect is amplified by the follower robots as they match their forces and torques to the leader's. This paper presents a smart modular structure that is able to cooperatively track desired trajectories, orientations, and velocities in a planar water environment without direct communication among modules."
Optimized motion strategy for active target localization of mobile robots with time-varying connectivity: Extended Abstract,L. Zhang; Z. Zhang; R. Siegwart; J. J. Chung,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901089,NO,"We show that a team of assisting robots using the optimal trajectories can improve the localization accuracy of leader robots whose commands are assigned by high-level tasks. In this work, we also explicitly consider the limits on the maximum ranging distance within which the robots are able to make pairwise measurements."
ROS-CBT: Communication Benchmarking Tool for the Robot Operating System: Extended Abstract,K. Masaba; A. Q. Li,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901094,NO,"One prevalent limitation of robotic simulators that support the Robot Operating System, ROS [2] - a de facto standard for developing robotic software - is the absence of communication simulators. Simulation plays a critical role in robotics as it allows verification and it provides evaluations of robot software before real world deployment [1]."
IoT Based Cost Effective Car Parking Management for Urban Area,M. M. K. Peyal; A. Barman; T. Tahiat; Q. M. A. Ul Haque; A. Bal; S. Ahmed,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567826,NO,This parking system uses low-cost technologies so that it can be developed in any urban area with the lowest possible cost in a short period of time. This paper proposes a concept of the smart parking system in urban areas like Dhaka city where finding a parking zone is hard enough and time-consuming.
A Concise Review of Deep Learning Deployment in 3D Computer Vision Systems,F. S. Shaqwi; L. Audah; M. H. Hassan; M. A. Jubair; M. H. Abd Wahab; S. A. Mostafa,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567757,NO,"Among the numerous DL methods, computer vision has to be one of the most prominent methods, and given this, this article overviewed the concept of DL in computer vision, focusing more on the recent advancements in tasks that involve 3D visual data. Deep Learning (DL) has advanced the concept of digital image processing, but this does not rule out the relevance of the conventional computer vision techniques as they have continuously been rebranded even before the emergence of DL."
Programmable Logic Controller (PLC) Automation Control Learning Kit Programmed: Using The CX-Programmer Software,N. S. Abdullah; K. A. Abdul Rahman; S. Sumarwati; M. H. Amiruddin; M. Ismail; A. Aziz; N. E. Shahirah Hassan,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567833,NO,"In this study, a learning kit was developed to overcome three main problems of students, namely difficulty in understanding the basic concepts of lessons taught by teachers, lack of learning kits in the laboratory, existing learning kits cannot meet the requirements of the course content and misunderstanding among students due to limited learning kits. Overall, the experts agree 100% that the appropriate kits are used in the teaching and learning process as teaching aids, meet the PLC topic syllabus at Polytechnic in Malaysia, have clear functions, have the potential to be patented and commercialized, and are practically produced."
"“Hello, Dr”: A Heatlhcare Mobile Application",F. Mohd; N. I. Elanie Mustafah,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567764,NO,"“Hello, Dr” mobile application has also been designed with other features such as self-diagnose, emergency care, and a home visit. These features would assist those patients without waiting too long in the clinic or hospital to see a doctor."
Vision-Based Unmarked Road Detection with Semantic Segmentation using Mask R-CNN for Lane Departure Warning System,H. J. Anak Undit; M. F. Abu Hassan; Z. M. Zin,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567892,NO,"In this study, the Mask Region Convolutional Neural Networks (Mask R-CNN) was reconstructed and trained with the collection of annotated unmarked road image datasets. The vision-based lane detection for unmarked roads is difficult to perform due to vague and inconsistent visual features for object detection."
Optimal Policies for Routing Multi Sensor-Effector Combined Autonomous Devices,Y. Oh; W. B. Powell,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901060,NO,"We use Monte Carlo tree search to create policies that simultaneously perform active learning about the concentration of contaminants using a Bayesian prior, while also performing mitigation. We then propose different information sharing protocols to coordinate a fleet."
Traffic Management Strategies for Multi-Robotic Rigid Payload Transport Systems: Extended Abstract,Y. Sirineni; P. Verma; K. Karlapalem,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901082,NO,Each PTS has one leader and multiple followers and the followers maintain a desired distance and angle w.r.t the leader using a decentralized leader-follower control architecture. We ensure each PTS traverses its desired trajectory while avoiding collisions with other PTS and static obstacles in various kinds of complex environments.
Recent and Future Innovative Artificial Intelligence Services and Fields,M. S. Jawad; H. Mahdin; N. A. Mohammed Alduais; M. Hlayel; S. A. Mostafa; M. H. Abd Wahab,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567891,NO,"It is important to highlight and explore this innovative AI service in different domains so that digital transformation can be planned, designed, and implemented for maximum society benefits. This paper investigates the different fields of AI services that can be utilized towards achieving highly beneficial digital transformations in different societal domains."
LLDM: Locally linear distance maps for robot motion planning: Extended Abstract,J. Putman; L. Oh; L. Zhao; E. Honnold; G. Brown; W. Wang; D. Balkcom,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901071,NO,"This paper presents a data structure that summarizes distances between configurations across a robot configuration space, using a binary space partition whose cells contain parameters used for a locally linear approximation of the distance function. Potential applications also include the use of remote computation to analyze the space of robot motions, which then might be transmitted on-demand to robots with fewer computational resources."
Predict Buy and Sell Time for Stock Price Using Convolutional Neural Network and Long Short-Term Memory,E. N. Furqon; B. Dirgantoro; C. Setianingsih,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567866,NO,"In our research, we create a program that can give forecasting times for buy and sell for stock price base on Deep Learning using Long Short-Term Memory (LSTM) and Convolutional Neural Network (CNN) architecture, that can help people determine or increase confidence about conclusion after analytic that you have done. Investment in stock price, analysis like fundamental analysis, technical analysis, and sentiment analysis are the key to a successor generally used by the trader."
Development and functionality of a basic prototype: robotic welding automation,M. H. Amiruddin; S. Sumarwati; N. Razali; N. S. Abdullah; M. R. Rosly,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567837,NO,"The product built by the researcher has an attractive design as well as user-friendly because it is light and easy to carry, it will make it easier for students and instructors to do learning sessions in the classroom. For the robot arm, the researcher has assembled the robot arm according to the desired structure and then installed a servo motor on each joint of the robot arm."
A Bio-Inspired Transportation Network for Scalable Swarm Foraging: Extended Abstract,Q. Lu; M. E. Moses,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901050,NO,"In Central Place Foraging (CPF), robots search for dispersed resources from a foraging arena and consolidate them in a centrally-placed collection zone [1]-[3]. We use this scaling law to predict the transportation infrastructure required to maintain constant per-robot foraging rate with increasing swarm and arena size."
Agent-mediated Recommender System with Detect-Determine-Direct Model for News Website,H. S. Husin; S. Ismail,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567856,NO,"Taking into account the flexibility of users who may change their behavior once a recommendation is made, this conceptual design of recommender system is expected to be self-sustainable as it improves itself by learning new knowledge retrieved from the change in its environment to support the capacity of its knowledge repository. In competing with various sources of news made available in the digital economy, newspaper companies need to look into proactive way to direct and drive readers in their search for news."
B-UAVC: Buffered Uncertainty-Aware Voronoi Cells for Probabilistic Multi-Robot Collision Avoidance,H. Zhu; J. Alonso-Mora,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901092,NO,"By computing a set of chance constraints, which guarantee that the robot remains within its B-UAVC, the method can be applied to non-holonomic robots. The method guarantees, under the assumption of normally distributed position uncertainty, that the collision probability between the robots remains below a specified threshold."
Decentralized Minimum-Energy Coverage Control for Time-Varying Density Functions,M. Santos; S. Mayya; G. Notomista; M. Egerstedt,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901076,NO,"We demonstrate that this approach makes no assumptions on the rate of change of the density function and performs the computations in an approximation-free manner. The coverage objective, encoded by a locational cost, is reformulated as a constrained optimization problem that can be solved in a decentralized fashion."
Voronoi-based Coverage Control with Connectivity Maintenance for Robotic Sensor Networks,W. Luo; K. Sycara,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901078,NO,"In this paper, we consider the problem of Voronoi-based coverage control for multi-robot sensor networks with connectivity constraints, where a team of mobile robots spread out over the workspace in order to optimize the overall coverage performance while preserving connectivity. Unlike most of existing works on connectivity control that have no guarantee on the primary task, our algorithm could maintain minimum connectivity that introduce minimal revision to the primary coverage controller due to invoked connectivity constraints."
Distributed Collision Avoidance of Multiple Robots with Probabilistic Buffered Voronoi Cells,M. Wang; M. Schwager,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901101,NO,"We also validate through simulations that the proposed approach achieves safe navigation among multiple robots in challenging scenarios, and provides a significantly lower risk of collision than either the Reciprocal Velocity Obstacles (RVO) method or the Buffered Voronoi Cell (BVC) method when the robots use noisy relative measurements. We introduce a probabilistic formulation to construct a family of BVCs with specified safety levels, which take into account uncertainty in sensor measurements among the robots."
Anytime Multi-arm Task and Motion Planning for Pick-and-Place of Individual Objects via Handoffs,R. Shome; K. E. Bekris,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901083,NO,"The key insight is that, instead of naively solving a sequence of motion planning problems, it is computationally advantageous to directly explore the composite space of the integrated multi-arm task and motion planning problem, given input sets of possible pick and handoff configurations. Coordinating multiple arms for manipulation, however, introduces additional computational challenges arising from the increased DoFS, as well as the combinatorial increase in the available operations that many manipulators can perform, including handoffs between arms."
Cooperative Distributed Model Predictive Formation Control of Non-Holonomic Robotic Agents,M. Rosenfelder; H. Ebel; P. Eberhard,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620683,NO,Due to the ongoing advancements in the field of wireless communication and the increasing availability of fast and cost-efficient embedded computing units there is a growing number of applications that can be solved more performantly and reliably by the cooperation of several simple robots instead of one highly complex robot. For this reason the present article aims to develop a theoretically-founded distributed formation controller for differentially-driven mobile robots which is substantiated in real-life experiments.
Communication Through Motion: Legibility of Multi-Robot Systems,B. Capelli; C. Secchi; L. Sabattini,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901100,NO,"This study is about the legibility of a multi-robot system: in particular, we focus on the influence of these motion-variables on the legibility of more than one group of robots that move in a shared environment with the user. The analysis of the influence of the motion-variables was carried out with an ANOVA (analysis of variance) based on a series of data coming from an experimental campaign conducted in a virtual reality set-up."
Mobile Radiation Source Interception by Aerial Robot Swarms,I. Yadav; H. G. Tanner,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901102,NO,"Intuition from the analytical solution of the basic problem formulation, coupled with numerical simulations, guides the technical approach in which an intractable nonlinear optimization problem is converted into a quadratic program (QP). This paper presents a motion planning approach to track a moving target for the purpose of classifying its radioactivity properties, using a team of micro aerial vehicles (MAV)."
Passivity-Based Decentralized Control of Multi-Robot Systems With Delays Using Control Barrier Functions,G. Notomista; X. Cai; J. Yamauchi; M. Egerstedt,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901085,NO,"The formulated optimization problem is decentralized in the sense that, in order to be solved, it does not require the individual robots to have access to global information. The effectiveness of the proposed control framework is demonstrated through the implementation of a formation control algorithm in presence of delays on a team of mobile robots."
A Minimalistic Approach to Segregation in Robot Swarms,P. Mitrano; J. Burklund; M. Giancola; C. Pinciroli,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901068,NO,"Specifically, we assume that (i) Each robot is equipped with a ternary sensor capable of detecting the presence of a single nearby robot, and, if that robot is present, whether or not it belongs to the same group as the sensing robot; (ii) The robots move according to a differential drive model; and (iii) The structure of the control system is purely reactive, and it maps directly the sensor readings to the wheel speeds with a simple `if' statement. We present a thorough analysis of the parameter space that enables this behavior to emerge, along with an analysis that explains the emergent behavior."
Informative Path Planning with Local Penalization for Decentralized and Asynchronous Swarm Robotic Search,P. Ghassemi; S. Chowdhury,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901084,NO,"Key contributions lie in: 1) modeling knowledge extraction over trajectories, unlike in BO; 2) time-adaptively balancing exploration/exploitation and using an efficient local penalization approach to account for potential interactions among different robots' planned samples; and 3) presenting an asynchronous implementation of the algorithm. Decentralized swarm robotic solutions to searching for targets that emit a spatially varying signal promise task parallelism, time efficiency, and fault tolerance."
On Minimum Time Multi-Robot Planning with Guarantees on the Total Collected Reward,A. Sadeghi; A. B. Asghar; S. L. Smith,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901079,NO,"In this paper, we study a multi-robot planning problem where a team of robots visit locations in an environment to collect a specified amount of reward in the minimum possible time. This leads to an algorithm for the weighted problem that collects at least (1 - ϵ)D reward with tour lengths of at most 3 times the optimal tour length."
Brain Tumor Detection in MRI Images Using Image Processing Techniques,A. M. Hashan; E. Agbozo; A. A. K. Al-Saeedi; S. Saha; A. Haidari; M. N. F. Rabi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567799,NO,MRI image dataset (own created Kaggle dataset) is used to train and evaluate the model to get maximized accuracy and the F1 score is calculated to evaluate the performance of the maximized model. Accurate analysis of magnetic resonance imaging (MRI) scans is needed to detect brain tumors and this paper proposes an effective method to predicting brain tumors by using convolution neural networks (CNNs).
A Flexible Navigation Support System for a Team of Underwater Robots,A. Quraishi; A. Bahr; F. Schill; A. Martinoli,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901064,NO,"In this paper, we propose a support system for multiple AUVs where a group of Autonomous Surface Vehicles (ASVs) coordinate to provide external positioning reference. Our system achieves scalability in the number of AUVs by using one-way travel time for ranging and making the AUVs passive receivers."
"Non-Prehensile Cooperative Object Transportation with Omnidirectional Mobile Robots: Organization, Control, Simulation, and Experimentation",H. Ebel; P. Eberhard,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620541,NO,"Experiments with purpose-built robots show that the scheme can deal with different scenarios without scenario-specific parameter tuning as well as with robots joining and leaving, realizing the promises of cooperative robotics. In that regard, cooperative object transportation constitutes an appropriate model problem to study whether a cooperation scheme is fit to realize the potential of distributed robotics."
A Reinforcement Learning Approach to Multi-Robot Planar Construction,C. Strickland; D. Churchill; A. Vardy,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901087,NO,The particular research questions addressed in this paper are as follows: (1) The performance of learned policies versus the original hard-coded orbital construction algorithm; (2) The performance of the system on more shapes than were considered for the original algorithm. (3) The impact of the number of robots used in training and then subsequently in testing; We provide experimental results using a custom two-dimensional physics simulator of an environment containing circular robots and objects.
Distributed Algorithm for Selecting Leaders for Supervisory Robotic Swarm Control,M. A. Lewkowicz; R. Agarwal; N. Chakraborty,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901091,NO,"We formulate the leader selection problem as a combinatorial optimization problem and provide a novel characterization of the optimal solution based on the notion of Voronoi decomposition of a graph. In this paper, we present a distributed algorithm for selecting multiple leaders in a swarm that can be used for supervisory control of the swarm system."
Robots that Sync and Swarm: A Proof of Concept in ROS 2,A. Barciś; M. Barciś; C. Bettstetter,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901095,NO,"Each system entity, called a “swarmalator”, coordinates its internal phase and location with the other entities in a way that these two attributes are mutually coupled. We adapt and extend the original model for its use with mobile robots and implement it in the Robot Operating System 2 (ROS 2)."
Learning Robot Swarm Tactics over Complex Adversarial Environments,A. Behjat; H. Manjunatha; P. K. Kumar; A. Jani; L. Collins; P. Ghassemi; J. Distefano; D. Doermann; K. Dantu; E. Esfahani; S. Chowdhury,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620707,NO,"To accomplish complex swarm robotic missions in the real world, one needs to plan and execute a combination of single robot behaviors, group primitives such as task allocation, path planning, and formation control, and mission-specific objectives such as target search and group coverage. To learn swarm tactics in an adversarial environment, we employ a combination of 1) map-to-graph abstraction, 2) input/output encoding via Pareto filtering of points of interest and clustering of robots, and 3) learning via neuroevolution and policy gradient approaches."
GVGExp: Communication-Constrained Multi-Robot Exploration System based on Generalized Voronoi Graphs,K. Masaba; A. Q. Li,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620554,NO,"Whenever a robot finishes exploring a region, in a depth-first search fashion, or finds a loop connecting to other parts of the environment, the robot shares information with other robots that are in range to enable coordination. In this paper, we explicitly focus on minimizing the number of communication events between robots given the limited bandwidth that can be available in real missions, as well as explicitly minimizing potential path interference between robots."
Decentralized Multiple Mobile Depots Route Planning for Replenishing Persistent Surveillance Robots,Y. Ding; W. Luo; K. Sycara,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901096,NO,"We consider the problem for replenishing persistent robots using mobile depots, where mobile depots collectively compute a set of tours to drop off batteries for replenishing all persistent robots with the minimum total cost. The simulation also shows that MDRS and MDRS-IM perform significantly faster than the state of the art heuristic solver LKH with only a loss of about 10% of solution quality."
Collision-aware Task Assignment for Multi-Robot Systems,F. Wu; V. S. Varadharajan; G. Beltrame,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901059,NO,"We propose a novel formulation of the collision-aware task assignment (CATA) problem and a decentralized auction-based algorithm to solve the problem with optimality bound. We validate the improved task assignment solution with both simulation and experimental results, which show significant reduction of overlapping paths as well as deadlocks."
On-Demand Grocery Delivery From Multiple Local Stores With Autonomous Robots,M. Kronmueller; A. Fielbaum; J. Alonso-Mora,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620599,NO,"In each time step (every few seconds or minutes) the following is executed: For each order potential pick-up locations are identified and feasible trips, i.e., sequences to pick up goods and deliver orders, are calculated. The problem features the opportunity to pick up goods at multiple local stores or depots, for example, supermarkets within the city, and allows robots to perform depot returns prior to being empty, if beneficial."
Multi-robot Learning and Coverage of Unknown Spatial Fields,M. Santos; U. Madhushani; A. Benevento; N. E. Leonard,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620688,NO,The proposed algorithm leads the team of robots to an optimal solution of the coverage problem by efficiently trading off movement choices for learning the field with movement choices for covering the estimated field. This paper addresses the problem of optimally covering a domain when the scalar function that describes the relative importance of the points in the domain is initially unknown.
The Robotic Swarm Contamination Problem,S. Avrahami; N. Agmon,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901090,NO,"The problem's innovation is in the combination of two aspects: first, the existence of adversarial forces that may intentionally act to divert the robots from a desired consensus, and an asymmetry of state transition, that is, a robot may have a stronger tendency to change from one state to another, compared to the other way around. In this paper we introduce the contamination problem, a new version of the consensus problem in which the robots' influence to adopt a certain value towards a consensus is based on both external factors (its surroundings) and its internal state."
IoT-Based Contactless Body Temperature Scanning System for a Smart and Safe Campus,T. C. Onn; N. A. M. Alduais; J. Abdullah; A. -M. H. Y. Saad; A. A. Ramli; H. B. Mahdin; S. Kasim; A. Mustapha; S. A. Mostafa; M. S. Jawad; W. A. H. M. Ghanem; A. S. H. Abdul-Qawy,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567862,NO,"The software and hardware used in this study were Microsoft Visual Studio, ThingSpeak, Arduino IDE, Radio Frequency Identification (RFID), and contactless body temperature sensor. Nowadays, everyone is required to check the body temperature and record personal details whenever he arrives at a different place."
Parameter Identification for Multirobot Systems Using Optimization-based Controllers,J. Grover; C. Liu; K. Sycara,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620566,NO,"These simulations show that under circumstances where parameter inference is supposed to be infeasible per our conditions, both these estimators fail, and likewise when it is feasible, both converge to the true parameters. We demonstrate the importance of these conditions through numerical simulations by using (a) an adaptive observer and (b) an unscented Kalman filter for goal and gain estimation in various geometric settings."
Online Decentralized Perception-Aware Path Planning for Multi-Robot Systems,N. De Carli; P. Salaris; P. R. Giordano,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620694,NO,"The aim is to maximize the information collected along the planned trajectory about the relative configurations of the robots and, hence, to minimize the localization uncertainty. To show the effectiveness of the approach, we consider as case study the localization of a quadrotor group with noisy distance measurements and sensing constraints."
Distributed Contact-Implicit Trajectory Optimization for Collaborative Manipulation,O. Shorinwa; M. Schwager,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620665,NO,"While the global collaborative manipulation problem consists of multiple sets of non-smooth contact dynamics constraints for all robots, each robot in our method considers only its own contact dynamics constraints without those of other robots in its trajectory optimization problem, enabling each robot to efficiently compute its forces and torques. We demonstrate our method in the manipulation of a sliding rod along a surface with friction, as well as in the manipulation of an object falling under gravity by a group of quadrotors."
Speed-vs-Accuracy Tradeoff in Collective Estimation: An Adaptive Exploration-Exploitation Case,M. Raoufi; H. Hamann; P. Romanczuk,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620695,NO,"Moreover, the spatial consequence of the exploitation phase is an emergent collective movement, leading to the aggregation of the collective at the iso-contours of the mean intensity of the environmental field in the spatial domain. The solution we propose consists of exploration and exploitation phases, where the switching time is a factor dictating the balance between the two phases."
Map Merging of Oriented Topological Semantic Maps,J. L. S. Rincon; S. Carpin,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901093,NO,"Our method is complemented by a scoring system to measure the likelihood that two vertices in different OTSMs correspond to the same vertex, despite possible errors in labeling, orientation, or topological structure. This problem arises when a group of robots cooperatively explore an environment, and each one independently builds a partial map that must be combined with the others into a full map."
Comparative Analysis of Sensors in Rigid and Deformable Modular Robots for Shape Estimation,S. Ceron; N. Wilson; L. Horowitz; K. Petersen,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901072,NO,"Modular self-reconfigurable robots have the ability to change their connection topology to form large networks of distributed sensors and actuators, for example to reason about gradients in the environment or the geometry of their surroundings. Specifically, we compare the use of connectivity and IR sensors which are commonly available on modules, and demonstrate what may be gained from deformable modules with integrated strain sensors."
Industrial Digital Twins Powered by Artificial Intelligence Solutions for Enhanced Product Life-Cycle Development,M. Hlayel; M. S. Jawad; H. Mahdin; S. A. Mostafa; N. A. Mohammed Alduais; M. H. Abd Wahab,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567884,NO,Automated product life-cycle development that can be achieved by digital-twin and AI solutions is of a high concern recently both in academia and industry and it is highly expected to witness a raid growth in the coming few years. This allows organizations to clearly understand the contributions of digital twins and AI technologies in their plans and objectives towards successful industrial digital transformation with high return of investments.
Agent-based modelling of car platooning for traffic optimization,M. Lemiec; K. Malinowski; M. Szymoński; M. Ganzha; M. Paprzycki,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567855,NO,"In this context, we consider how an agent system that brings together multiple vehicles to form a “platoon” can effectively address problems in both areas. For instance, in 2015, over 26,000 people died and nearly 1.5 million people were injured on the roads [1] across the European Union."
[Front cover],,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540540,NO,Presents the front cover or splash screen of the proceedings record.
