"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"SoPhie: An Attentive GAN for Predicting Paths Compliant to Social and Physical Constraints","A. Sadeghian; V. Kosaraju; A. Sadeghian; N. Hirose; H. Rezatofighi; S. Savarese","Stanford University; Stanford University; University of Florida; Stanford University; Stanford University, Stanford, CA, USA; Stanford University","2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9 Jan 2020","2019","","","1349","1358","This paper addresses the problem of path prediction for multiple interacting agents in a scene, which is a crucial step for many autonomous platforms such as self-driving cars and social robots. We present SoPhie; an interpretable framework based on Generative Adversarial Network (GAN), which leverages two sources of information, the path history of all the agents in a scene, and the scene context information, using images of the scene. To predict a future path for an agent, both physical and social information must be leveraged. Previous work has not been successful to jointly model physical and social interactions. Our approach blends a social attention mechanism with physical attention that helps the model to learn where to look in a large scene and extract the most salient parts of the image relevant to the path. Whereas, the social attention component aggregates information across the different agent interactions and extracts the most important trajectory information from the surrounding neighbors. SoPhie also takes advantage of GAN to generates more realistic samples and to capture the uncertain nature of the future paths by modeling its distribution. All these mechanisms enable our approach to predict socially and physically plausible paths for the agents and to achieve state-of-the-art performance on several different trajectory forecasting benchmarks.","2575-7075","978-1-7281-3293-8","10.1109/CVPR.2019.00144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953374","Motion and Tracking;Vision Applications and Systems","","mobile robots;multi-agent systems;neural nets;path planning;robot vision","physical constraints;social constraints;paths compliant;generative adversarial network;agent interactions;social attention component;social attention mechanism;social interactions;social information;physical information;scene context information;path history;social robots;self-driving cars;autonomous platforms;multiple interacting agents;path prediction;attentive GAN;plausible paths;future path;SoPhie;trajectory information","","384","","32","IEEE","9 Jan 2020","","","IEEE","IEEE Conferences"
"Towards Social Artificial Intelligence: Nonverbal Social Signal Prediction in a Triadic Interaction","H. Joo; T. Simon; M. Cikara; Y. Sheikh",Carnegie Mellon University; Carnegie Mellon University; Harvard University; Carnegie Mellon University,"2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9 Jan 2020","2019","","","10865","10875","We present a new research task and a dataset to understand human social interactions via computational methods, to ultimately endow machines with the ability to encode and decode a broad channel of social signals humans use. This research direction is essential to make a machine that genuinely communicates with humans, which we call Social Artificial Intelligence. We first formulate the ""social signal prediction'' problem as a way to model the dynamics of social signals exchanged among interacting individuals in a data-driven way. We then present a new 3D motion capture dataset to explore this problem, where the broad spectrum of social signals (3D body, face, and hand motions) are captured in a triadic social interaction scenario. Baseline approaches to predict speaking status, social formation, and body gestures of interacting individuals are presented in the defined social prediction framework.","2575-7075","978-1-7281-3293-8","10.1109/CVPR.2019.01113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954115","Face;Gesture;and Body Pose;Datasets and Evaluation","","gesture recognition;human computer interaction;human-robot interaction;image motion analysis;multi-agent systems;service robots;social aspects of automation","social artificial intelligence;nonverbal social signal prediction;triadic interaction;research task;human social interactions;social signal prediction problem;interacting individuals;3D motion capture dataset;triadic social interaction scenario;social formation;social prediction framework","","39","","72","IEEE","9 Jan 2020","","","IEEE","IEEE Conferences"
"M2I: From Factored Marginal Trajectory Prediction to Interactive Prediction","Q. Sun; X. Huang; J. Gu; B. C. Williams; H. Zhao","IIIS, Tsinghua University; CSAIL, Massachusetts Institute of Technology; IIIS, Tsinghua University; CSAIL, Massachusetts Institute of Technology; IIIS, Tsinghua University","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","6533","6542","Predicting future motions of road participants is an important task for driving autonomously in urban scenes. Existing models excel at predicting marginal trajectories for single agents, yet it remains an open question to jointly predict scene compliant trajectories over multiple agents. The challenge is due to exponentially increasing prediction space as a function of the number of agents. In this work, we exploit the underlying relations between interacting agents and decouple the joint prediction problem into marginal prediction problems. Our proposed approach M2I first classifies interacting agents as pairs of influencers and reactors, and then leverages a marginal prediction model and a conditional prediction model to predict trajectories for the influencers and reactors, respectively. The predictions from interacting agents are combined and selected according to their joint likelihoods. Experiments show that our simple but effective approach achieves state-of-the-art performance on the Waymo Open Motion Dataset interactive prediction benchmark.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879119","Motion and tracking; Action and event recognition; Navigation and autonomous driving","Computer vision;Tracking;Navigation;Roads;Predictive models;Benchmark testing;Trajectory","learning (artificial intelligence);multi-agent systems;natural scenes;neural nets;regression analysis","factored marginal trajectory prediction;urban scenes;marginal trajectories;scene compliant trajectories;multiple agents;prediction space;interacting agents;joint prediction problem;conditional prediction model;Waymo Open Motion Dataset interactive prediction benchmark;M2I","","19","","47","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Habitat-Web: Learning Embodied Object-Search Strategies from Human Demonstrations at Scale","R. Ramrakhya; E. Undersander; D. Batra; A. Das",Georgia Institute of Technology; Meta AI Research; Georgia Institute of Technology; Meta AI Research,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","5163","5173","We present a large-scale study of imitating human demonstrations on tasks that require a virtual robot to search for objects in new environments - (1) ObjectGoal Navigation (e.g. 'find & go to a chair’) and (2) Pick&place (e.g. 'find mug, pick mug, find counter, place mug on counter’). First, we develop a virtual teleoperation data-collection infrastructure - connecting Habitat simulator running in a web browser to Amazon Mechanical Turk, allowing remote users to teleoperate virtual robots, safely and at scale. We collect 80k demonstrations for OBJECTNAV and 12k demonstrations for PICK&PLACE, which is an order of magnitude larger than existing human demonstration datasets in simulation or on real robots. Our virtual teleoperation data contains 29.3M actions, and is equivalent to 22.6k hours of real-world teleoperation time, and illustrates rich, diverse strategies for solving the tasks. Second, we use this data to answer the question - how does large-scale imitation learning (IL) (which has not been hitherto possible) compare to reinforcement learning (RL) (which is the status quo)? On OBJECTNAV, we find that IL (with no bells or whistles) using 70k human demonstrations outperforms RL using 240k agent-gathered trajectories. This effectively establishes an ‘exchange rate’ - a single human demonstration appears to be worth ~4 agent-gathered ones. More importantly, we find the IL-trained agent learns efficient object-search behavior from humans - it peeks into rooms, checks corners for small objects, turns in place to get a panoramic view - none of these are exhibited as prominently by the RL agent, and to induce these behaviors via contemporary RL techniques would require tedious reward engineering. Finally, accuracy vs. training data size plots show promising scaling behavior, suggesting that simply collecting more demonstrations is likely to advance the state of art further. On PICK&PLACE, the comparison is starker - IL agents achieve ~18% success on episodes with new object-receptacle locations when trained with 9.5k human demonstrations, while RL agents fail to get beyond 0%. Overall, our work provides compelling evidence for investing in large-scale imitation learning.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00511","NSF; ONR; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880429","Vision + language","Computer vision;Navigation;Training data;Reinforcement learning;Search problems;Behavioral sciences;Trajectory","control engineering computing;learning (artificial intelligence);mobile robots;multi-agent systems;telerobotics;virtual reality","Habitat-web;embodied object-search strategies;large-scale study;virtual robot;chair;place mug;virtual teleoperation data-collection infrastructure;connecting Habitat simulator;PICK&PLACE;human demonstration datasets;real-world teleoperation time;rich strategies;diverse strategies;large-scale imitation learning;reinforcement learning;240k agent-gathered trajectories;single human demonstration;worth ~4 agent-gathered ones;IL-trained agent;efficient object-search behavior;RL agent;training data size plots;promising scaling behavior;IL agents;object-receptacle locations;9.5k human demonstrations","","14","","51","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Transitional Adaptation of Pretrained Models for Visual Storytelling","Y. Yu; J. Chung; H. Yun; J. Kim; G. Kim",Allen Institute for AI; Seoul National University; Seoul National University; Violet; Seoul National University,"2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2 Nov 2021","2021","","","12653","12663","Previous models for vision-to-language generation tasks usually pretrain a visual encoder and a language generator in the respective domains and jointly finetune them with the target task. However, this direct transfer practice may suffer from the discord between visual specificity and language fluency since they are often separately trained from large corpora of visual and text data with no common ground. In this work, we claim that a transitional adaptation task is required between pretraining and finetuning to harmonize the visual encoder and the language model for challenging downstream target tasks like visual storytelling. We propose a novel approach named Transitional Adaptation of Pre-trained Model (TAPM) that adapts the multi-modal modules to each other with a simpler alignment task between visual inputs only with no need for text labels. Through extensive experiments, we show that the adaptation step significantly improves the performance of multiple language models for sequential video and image captioning tasks. We achieve new state-of-the-art performance on both language metrics and human evaluation in the multi-sentence description task of LSMDC 2019 [50] and the image storytelling task of VIST [18]. Our experiments reveal that this improvement in caption quality does not depend on the specific choice of language models.","2575-7075","978-1-6654-4509-2","10.1109/CVPR46437.2021.01247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577852","","Measurement;Visualization;Adaptation models;Computer vision;Computational modeling;Generators;Pattern recognition","image enhancement;learning (artificial intelligence);multi-agent systems;natural language processing;text analysis;video signal processing","direct transfer practice;visual specificity;language fluency;visual text data;transitional adaptation task;pretraining;visual encoder;language model;downstream target tasks;visual storytelling;multimodal modules;simpler alignment task;visual inputs;text labels;adaptation step;multiple language models;sequential video;image captioning tasks;language metrics;multisentence description task;image storytelling task;pretrained models;vision-to-language generation tasks;language generator;respective domains;target task","","10","","74","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"Is Mapping Necessary for Realistic PointGoal Navigation?","R. Partsey; E. Wijmans; N. Yokoyama; O. Dobosevych; D. Batra; O. Maksymets",Ukrainian Catholic University; Georgia Institute of Technology; Ukrainian Catholic University; Ukrainian Catholic University; Georgia Institute of Technology; Ukrainian Catholic University,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","17211","17220","Can an autonomous agent navigate in a new environment without building an explicit map? For the task of PointGoal navigation ('Go to Δx, Δy’) under idealized settings (no RGB-D and actuation noise, perfect GPS+Compass), the answer is a clear ‘yes' - mapless neural models composed of task-agnostic components (CNNs and RNNs) trained with large-scale reinforcement learning achieve 100% Success on a standard dataset (Gibson [24] ). However, for PointNav in a realistic setting (RGB-D and actuation noise, no GPS+Compass), this is an open question; one we tackle in this paper. The strongest published result for this task is 71.7% Success [39]. 11According to Habitat Challenge 2020 PointNav benchmark held annually. A concurrent as-yet-unpublished result has reported 91% Success on 2021's benchmark, but we are unable to comment on the details because an associated report is not available.First, we identify the main (perhaps, only) cause of the drop in performance: absence of GPS+Compass. An agent with perfect GPS+Compass faced with RGB-D sensing and actuation noise achieves 99.8% Success (Gibson- v2 val). This suggests that (to paraphrase a meme) robust visual odometry is all we need for realistic PointNav; if we can achieve that, we can ignore the sensing and actuation noise. With that as our operating hypothesis, we scale dataset size, model size, and develop human-annotation-free dataaugmentation techniques to train neural models for visual odometry. We advance state of the art on the Habitat Realistic PointNav Challenge - SPL by 40% (relative), 53 to 74, and Success by 31% (relative), 71 to 94. While our approach does not saturate or ‘solve’ this dataset, this strong improvement combined with promising zero-shot sim2real transfer (to a LoCoBot robot) provides evidence consistent with the hypothesis that explicit mapping may not be necessary for navigation, even in a realistic setting.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879299","Navigation and autonomous driving; Robot vision","Recurrent neural networks;Navigation;Robot vision systems;Reinforcement learning;Benchmark testing;Sensors;Pattern recognition","control engineering computing;convolutional neural nets;Global Positioning System;image colour analysis;mobile robots;multi-agent systems;path planning;recurrent neural nets;reinforcement learning;robot vision","LoCoBot robot;zero-shot sim2real transfer;human-annotation-free data-augmentation;visual odometry;RNNs;CNNs;GPS+Compass;PointGoal navigation;Habitat Realistic PointNav Challenge;dataset size;large-scale reinforcement learning;task-agnostic components;neural models;actuation noise;RGB-D;autonomous agent","","6","","39","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Pushing it out of the Way: Interactive Visual Navigation","K. -H. Zeng; L. Weihs; A. Farhadi; R. Mottaghi","Paul G. Allen School of Computer Science & Engineering, University of Washington; PRIOR @ Allen Institute for AI; Paul G. Allen School of Computer Science & Engineering, University of Washington; Paul G. Allen School of Computer Science & Engineering, University of Washington","2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2 Nov 2021","2021","","","9863","9872","We have observed significant progress in visual navigation for embodied agents. A common assumption in studying visual navigation is that the environments are static; this is a limiting assumption. Intelligent navigation may involve interacting with the environment beyond just moving forward/backward and turning left/right. Sometimes, the best way to navigate is to push something out of the way. In this paper, we study the problem of interactive navigation where agents learn to change the environment to navigate more efficiently to their goals. To this end, we introduce the Neural Interaction Engine (NIE) to explicitly predict the change in the environment caused by the agent’s actions. By modeling the changes while planning, we find that agents exhibit significant improvements in their navigational capabilities. More specifically, we consider two downstream tasks in the physics-enabled, visually rich, AI2-THOR environment: (1) reaching a target while the path to the target is blocked (2) moving an object to a target location by pushing it. For both tasks, agents equipped with an NIE significantly outperform agents without the understanding of the effect of the actions indicating the benefits of our approach. The code and dataset are available at github.com/KuoHaoZeng/Interactive_Visual_Navigation.","2575-7075","978-1-6654-4509-2","10.1109/CVPR46437.2021.00974","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578659","","Visualization;Computer vision;Limiting;Navigation;Predictive models;Turning;Planning","interactive systems;learning (artificial intelligence);multi-agent systems;navigation;software agents","embodied agents;intelligent navigation;navigational capabilities;AI2-THOR environment;interactive visual navigation;neural interaction engine","","6","","48","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"Think Global, Act Local: Dual-scale Graph Transformer for Vision-and-Language Navigation","S. Chen; P. -L. Guhur; M. Tapaswi; C. Schmid; I. Laptev","Inria, École normale supérieure, CNRS, PSL Research University; Inria, École normale supérieure, CNRS, PSL Research University; IIIT Hyderabad; Inria, École normale supérieure, CNRS, PSL Research University; Inria, École normale supérieure, CNRS, PSL Research University","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","16516","16526","Following language instructions to navigate in unseenaenvironments is a challenging problem for autonomous embodied agents. The agent not only needs to ground languages in visual scenes, but also should explore the environment to reach its target. In this work, we propose a dual-scale graph transformer (DUET) for joint long-term action planning and fine-grained cross-modal understanding. We build a topological map on-the-fly to enable efficient exploration in global action space. To balance the complexity of large action space reasoning and fine-grained language grounding, we dynamically combine a fine-scale encoding over local observations and a coarse-scale encoding on a global map via graph transformers. The proposed approach, DUET, significantly outperforms state-of-the-art methods on goal-oriented vision-and-language navigation (VLN) benchmarks REVERIE and SOON. It also improves the success rate on the fine-grained VLN benchmark R2R.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879544","Vision + language; Navigation and autonomous driving","Visualization;Computer vision;Navigation;Grounding;Benchmark testing;Transformers;Encoding","cognitive systems;graph theory;learning (artificial intelligence);mobile robots;multi-agent systems;robot vision","graph transformers;DUET;goal-oriented vision;-language navigation;fine-grained VLN benchmark R2R;think global;act local;dual-scale graph transformer;language instructions;autonomous embodied agents;long-term action planning;fine-grained cross-modal;topological map on-the-fly;global action space;action space reasoning;fine-grained language grounding;fine-scale encoding;local observations;coarse-scale encoding","","6","","57","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"MUSE-VAE: Multi-Scale VAE for Environment-Aware Long Term Trajectory Prediction","M. Lee; S. S. Sohn; S. Moon; S. Yoon; M. Kapadia; V. Pavlovic",Rutgers University; Rutgers University; Rutgers University; The College of New Jersey; Rutgers University; Rutgers University,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","2211","2220","Accurate long-term trajectory prediction in complex scenes, where multiple agents (e.g., pedestrians or vehicles) interact with each other and the environment while attempting to accomplish diverse and often unknown goals, is a challenging stochastic forecasting problem. In this work, we propose MUSEVAE, a new probabilistic modeling framework based on a cascade of Conditional VAEs, which tackles the long-term, uncertain trajectory prediction task using a coarse-to-fine multi-factor forecasting architecture. In its Macro stage, the model learns a joint pixel-space representation of two key factors, the underlying environment and the agent movements, to predict the long and short term motion goals. Conditioned on them, the Micro stage learns a fine-grained spatio-temporal representation for the prediction of individual agent trajectories. The VAE backbones across the two stages make it possible to naturally account for the joint uncertainty at both levels of granularity. As a result, MUSEVAE offers diverse and simultaneously more accurate predictions compared to the current state-of-the-art. We demonstrate these assertions through a comprehensive set of experiments on nuScenes and SDD benchmarks as well as PFSD, a new synthetic dataset, which challenges the forecasting ability of models on complex agent-environment interaction scenarios.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00226","NSF(grant numbers:IIS-1703883,IIS-1955404,IIS-1955365,RETTL-2119265,EAGER-2122119); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880379","Behavior analysis; Computer vision for social good","Measurement;Uncertainty;Semantics;Stochastic processes;Predictive models;Probabilistic logic;Trajectory","forecasting theory;image representation;image resolution;multi-agent systems;probability;stochastic processes;traffic engineering computing","complex agent environment interaction;VAE backbones;individual agent trajectories;fine grained spatio temporal representation;microstage;short term motion goals;long term motion goals;agent movements;joint pixel space representation;Macro stage;coarse-to-fine multifactor;conditional VAE;uncertain trajectory prediction task;probabilistic modeling framework;MUSEVAE;stochastic forecasting problem;long-term trajectory prediction;environment aware long term trajectory prediction;multiscale VAE","","6","","46","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Envedit: Environment Editing for Vision-and-Language Navigation","J. Li; H. Tan; M. Bansal",UNC Chapel Hill; UNC Chapel Hill; UNC Chapel Hill,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","15386","15396","In Vision-and-Language Navigation (VLN), an agent needs to navigate through the environment based on nat-ural language instructions. Due to limited available data for agent training and finite diversity in navigation environments, it is challenging for the agent to generalize to new, unseen environments. To address this problem, we propose Envedit, a data augmentation method that cre-ates new environments by editing existing environments, which are used to train a more generalizable agent. Our augmented environments can differ from the seen environ-ments in three diverse aspects: style, object appearance, and object classes. Training on these edit-augmented environments prevents the agent from overfitting to existing en-vironments and helps generalize better to new, unseen en-vironments. Empirically, on both the Room-to-Room and the multi-lingual Room-Across-Room datasets, we show that our proposed Envedit method gets significant im-provements in all metrics on both pre-trained and non-pre-trained VLN agents, and achieves the new state-of-the-art on the test leaderboard. We further ensemble the VLN agents augmented on different edited environments and show that these edit methods are complementary.11Code and data are available at https://github.com/jialuli-luka/EnvEdit.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879298","Vision + language","Training;Measurement;Computer vision;Navigation;Pattern recognition","computer vision;learning (artificial intelligence);multi-agent systems","edit-augmented environments;Envedit method;nonpre-trained VLN agents;edit methods;environment editing;natural language instructions;agent training;navigation environments;data augmentation method;generalizable agent;room-across-room datasets;room-to-room datasets","","6","","69","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Bridging the Gap Between Learning in Discrete and Continuous Environments for Vision-and-Language Navigation","Y. Hong; Z. Wang; Q. Wu; S. Gould",The Australian National University; The Australian National University; University of Adelaide; The Australian National University,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","15418","15428","Most existing works in vision-and-language navigation (VLN) focus on either discrete or continuous environments, training agents that cannot generalize across the two. Although learning to navigate in continuous spaces is closer to the real-world, training such an agent is significantly more difficult than training an agent in discrete spaces. However, recent advances in discrete VLN are challenging to translate to continuous VLN due to the domain gap. The fundamental difference between the two setups is that discrete navigation assumes prior knowledge of the connectivity graph of the environment, so that the agent can effectively transfer the problem of navigation with low-level controls to jumping from node to node with high-level actions by grounding to an image of a navigable direction. To bridge the discrete-to-continuous gap, we propose a predictor to generate a set of candidate waypoints during navigation, so that agents designed with high-level actions can be transferred to and trained in continuous environments. We refine the connectivity graph of Matterport3D to fit the continuous Habitat-Matterport3D, and train the waypoints predictor with the refined graphs to produce accessible waypoints at each time step. Moreover, we demonstrate that the predicted waypoints can be augmented during training to diversify the views and paths, and therefore enhance agent's generalization ability. Through extensive experiments we show that agents navigating in continuous environments with predicted waypoints perform significantly better than agents using low-level actions, which reduces the absolute discrete-to-continuous gap by 11.76% Success Weighted by Path Length (SPL) for the Cross-Modal Matching Agent and 18.24% SPL for the VLN$$BERT. Our agents, trained with a simple imitation learning objective, outperform previous methods by a large margin, achieving new state-of-the-art results on the testing environments of the R2R-CE and the RxR-CE datasets.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879946","Vision + language","Training;Bridges;Computer vision;Navigation;Grounding;Pattern recognition;Task analysis","graph theory;learning (artificial intelligence);multi-agent systems;path planning","discrete environments;continuous environments;training agents;continuous spaces;discrete spaces;discrete VLN;continuous VLN;domain gap;discrete navigation;connectivity graph;low-level controls;high-level actions;navigable direction;discrete-to-continuous gap;waypoints predictor;predicted waypoints;low-level actions;Cross-Modal Matching Agent;VLN$$BERT;testing environments","","4","","59","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Opening up Open World Tracking","Y. Liu; I. E. Zulfikar; J. Luiten; A. Dave; D. Ramanan; B. Leibe; A. Ošep; L. Leal-Taixé","Technical University of Munich, Germany; RWTH Aachen University, Germany; RWTH Aachen University, Germany; Carnegie Mellon University, USA; Carnegie Mellon University, USA; RWTH Aachen University, Germany; Technical University of Munich, Germany; Technical University of Munich, Germany","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","19023","19033","Tracking and detecting any object, including ones never-seen-before during model training, is a crucial but elusive capability of autonomous systems. An autonomous agent that is blind to never-seen-before objects poses a safety hazard when operating in the real world - and yet this is how almost all current systems work. One of the main obstacles towards advancing tracking any object is that this task is notoriously difficult to evaluate. A benchmark that would allow us to perform an apples-to-apples comparison of existing efforts is a crucial first step towards advancing this important research field. This paper addresses this evaluation deficit and lays out the landscape and evaluation methodology for detecting and tracking both known and unknown objects in the open-world setting. We propose a new benchmark, TAOOW. Tracking Any Object in an Open World, analyze existing efforts in multi-object tracking, and construct a baseline for this task while highlighting future challenges. We hope to open a new front in multi-object tracking research that will hopefully bring us a step closer to intelligent systems that can operate safely in the real world.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.01846","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880207","Motion and tracking; Datasets and evaluation","Training;Heart;Computer vision;Autonomous systems;Benchmark testing;Hazards;Pattern recognition","multi-agent systems;object detection;object tracking","Open World tracking;model training;autonomous systems;autonomous agent;safety hazard;apples-to-apples comparison;evaluation deficit;known objects;unknown objects;open-world setting;multiobject tracking research;intelligent systems;object detection;TAOOW","","4","","92","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Temporal Complementarity-Guided Reinforcement Learning for Image-to-Video Person Re-Identification","W. Wu; J. Liu; K. Zheng; Q. Sun; Z. Zha","University of Science and Technology of China, China; University of Science and Technology of China, China; University of Science and Technology of China, China; University of Science and Technology of China, China; University of Science and Technology of China, China","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","7309","7318","Image-to-video person re-identification aims to retrieve the same pedestrian as the image-based query from a video-based gallery set. Existing methods treat it as a cross-modality retrieval task and learn the common latent embeddings from image and video modalities, which are both less effective and efficient due to large modality gap and redundant feature learning by utilizing all video frames. In this work, we first regard this task as point-to-set matching problem identical to human decision process, and propose a novel Temporal Complementarity-Guided Reinforcement Learning (TCRL) approach for image-to-video person re-identification. TCRL employs deep reinforcement learning to make sequential judgments on dynamically selecting suitable amount of frames from gallery videos, and accumulate adequate temporal complementary information among these frames by the guidance of the query image, towards balancing efficiency and accuracy. Specifically, TCRL formulates point-to-set matching procedure as Markov decision process, where a sequential judgement agent measures the uncertainty between the query image and all historical frames at each time step, and verifies that sufficient complementary clues are accumulated for judgment (same or different) or one more frames are requested to assist judgment. Moreover, TCRL maintains a sequential feature extraction module with complementary residual detectors to dynamically suppress redundant salient regions and thoroughly mine diverse complementary clues among these selected frames for enhancing frame-level representation. Extensive experiments demonstrate the superiority of our method.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00717","National Key R&D Program of China(grant numbers:2020AAA0105702); National Natural Science Foundation of China (NSFC)(grant numbers:U19B2038,62106245); Fundamental Research Funds for the Central Universities(grant numbers:WK2100000021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880409","Recognition: detection;categorization;retrieval; Representation learning; Video analysis and understanding","Representation learning;Uncertainty;Measurement uncertainty;Reinforcement learning;Detectors;Markov processes;Feature extraction","data mining;deep learning (artificial intelligence);feature extraction;image representation;image retrieval;image sequences;Markov processes;multi-agent systems;pedestrians;reinforcement learning;video signal processing","video modality;point-to-set matching problem;deep reinforcement learning;TCRL;image-to-video person re-identification;image-based query;video-based gallery;cross-modality retrieval;temporal complementarity-guided reinforcement learning;image modality;Markov decision process;sequential judgement agent;sequential feature extraction module;diverse complementary clue mining;frame-level representation;pedestrian;image retrieval","","3","","48","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"Consistency driven Sequential Transformers Attention Model for Partially Observable Scenes","S. B. Rangrej; C. L. Srinidhi; J. J. Clark","McGill University, Canada; Sunnybrook Research Institute, University of Toronto, Canada; McGill University, Canada","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","27 Sep 2022","2022","","","2508","2517","Most hard attention models initially observe a complete scene to locate and sense informative glimpses, and predict class-label of a scene based on glimpses. However, in many applications (e.g., aerial imaging), observing an entire scene is not always feasible due to the limited time and resources available for acquisition. In this paper, we develop a Sequential Transformers Attention Model (STAM) that only partially observes a complete image and predicts informative glimpse locations solely based on past glimpses. We design our agent using DeiT-distilled [44] and train it with a one-step actorcritic algorithm. Furthermore, to improve classification performance, we introduce a novel training objective, which enforces consistency between the class distribution predicted by a teacher model from a complete image and the class distribution predicted by our agent using glimpses. When the agent senses only 4% of the total image area, the inclusion of the proposed consistency loss in our training objective yields 3% and 8% higher accuracy on ImageNet and fMoW datasets, respectively. Moreover, our agent outperforms previous state-of-the-art by observing nearly 27% and 42% fewer pixels in glimpses on ImageNet and fMoW.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880412","Vision applications and systems; Efficient learning and inferences; Recognition: detection;categorization;retrieval; Scene analysis and understanding; Visual reasoning","Training;Computer vision;Computational modeling;Imaging;Predictive models;Transformers;Prediction algorithms","deep learning (artificial intelligence);image classification;image sequences;multi-agent systems;natural scenes","partially observable scenes;complete scene;informative glimpse locations;one-step actorcritic algorithm;class distribution;teacher model;agent;sequential transformers attention model;informative glimpse sensing;classification performance;ImageNet dataset;fMoW dataset","","2","","54","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
