Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Spatial Constraint Generation for Motion Planning in Dynamic Environments,H. Hu; P. Yadmellat,"Department of Mechanical & Industrial Engineering, University of Toronto, Toronto, Canada; Noah’s Ark Lab, Huawei Technologies Canada, Markham, Canada",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,384,389,"This paper presents a novel method to generate spatial constraints for motion planning in dynamic environments. Motion planning methods for autonomous driving and mobile robots typically need to rely on the spatial constraints imposed by a map-based global planner to generate a collision-free trajectory. These methods may fail without an offline map or where the map is invalid due to dynamic changes in the environment such as road obstruction, construction, and traffic congestion. To address this problem, triangulation-based methods can be used to obtain a spatial constraint. However, the existing methods fall short when dealing with dynamic environments and may lead the motion planner to an unrecoverable state. In this paper, we propose a new method to generate a sequence of channels across different triangulation mesh topologies to serve as the spatial constraints. This can be applied to motion planning of autonomous vehicles or robots in cluttered, unstructured environments. The proposed method is evaluated and compared with other triangulation-based methods in synthetic and complex scenarios collected from a real-world autonomous driving dataset. We have shown that the proposed method results in a more stable, long-term plan with a higher task completion rate, faster arrival time, a higher rate of successful plans, and fewer collisions compared to existing methods.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636067,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636067,,Roads;Dynamics;Semantics;Planning;Trajectory;Topology;Vehicle dynamics,collision avoidance;mobile robots;path planning;road vehicles,spatial constraint generation;motion planning;dynamic environments;autonomous driving robots;mobile robots;map-based global planner;offline map;dynamic changes;triangulation-based methods;motion planner;cluttered environments;unstructured environments;long-term plan;successful plans,,,,19,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
Learning Enabled Fast Planning and Control in Dynamic Environments with Intermittent Information,M. Cleaveland; E. Yel; Y. Kantaros; I. Lee; N. Bezzo,"Department of Computer Science and Precise Center, University of Pennsylvania, Philadelphia, PA, USA; Department of Engineering Systems and Environment, University of Virginia, Charlottesville, VA, USA; Department of Computer Science and Precise Center, University of Pennsylvania, Philadelphia, PA, USA; Department of Computer Science and Precise Center, University of Pennsylvania, Philadelphia, PA, USA; Department of Electrical and Computer Engineering, Link Lab, University of Virginia, Charlottesville, VA, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,10290,10296,"This paper addresses a safe planning and control problem for mobile robots operating in communication- and sensor-limited dynamic environments. In this case the robots cannot sense the objects around them and must instead rely on intermittent, external information about the environment, as e.g., in underwater applications. The challenge in this case is that the robots must plan using only this stale data, while accounting for any noise in the data or uncertainty in the environment. To address this challenge we propose a compositional technique which leverages neural networks to quickly plan and control a robot through crowded and dynamic environments using only intermittent information. Specifically, our tool uses reachability analysis and potential fields to train a neural network that is capable of generating safe control actions. We demonstrate our technique both in simulation with an underwater vehicle crossing a crowded shipping channel and with real experiments with ground vehicles in communication-and sensor-limited environments.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981508,AFRL; DARPA(grant numbers:FA8750-18-C-0090); ARO(grant numbers:W911NF-20-1-0080); ONR(grant numbers:N00014-17-1-2012); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981508,,Uncertainty;Neural networks;Robot sensing systems;Land vehicles;Planning;Mobile robots;Vehicle dynamics,control engineering computing;data handling;learning (artificial intelligence);marine engineering computing;marine safety;mobile robots;neural nets;path planning;reachability analysis;underwater vehicles,compositional technique;crowded environment;crowded shipping channel;intermittent information;mobile robots;neural network;reachability analysis;safe control actions;safe planning;sensor-limited dynamic environments;stale data;underwater vehicle,,,,36,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Online Planning in Uncertain and Dynamic Environment in the Presence of Multiple Mobile Vehicles,J. Xu; K. Yin; L. Liu,"Luddy School of Informatics, Computing, and Engineering, Indiana University, Bloomington, IN, USA; Expedia Group; Luddy School of Informatics, Computing, and Engineering, Indiana University, Bloomington, IN, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,2410,2416,"We investigate the autonomous navigation of a mobile robot in the presence of other moving vehicles under time-varying uncertain environmental disturbances. We first predict the future state distributions of other vehicles to account for their uncertain behaviors affected by the time-varying disturbances. We then construct a dynamic-obstacle-aware reachable space that contains states with high probabilities to be reached by the robot, within which the optimal policy is searched. Since, in general, the dynamics of both the vehicle and the environmental disturbances are nonlinear, we utilize a nonlinear Gaussian filter – the unscented transform – to approximate the future state distributions. Finally, the forward reachable space computation and backward policy search are iterated until convergence. Extensive simulation evaluations have revealed significant advantages of this proposed method in terms of computation time, decision accuracy, and planning reliability.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341092,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341092,,Navigation;Heuristic algorithms;Computational modeling;Transforms;Planning;Reliability;Vehicle dynamics,collision avoidance;Gaussian processes;mobile robots;path planning;probability;reachability analysis;time-varying systems;uncertain systems,future state distributions;forward reachable space computation;backward policy search;computation time;online planning;uncertain environment;dynamic environment;multiple mobile vehicles;autonomous navigation;mobile robot;moving vehicles;time-varying uncertain environmental disturbances;uncertain behaviors;time-varying disturbances;dynamic-obstacle-aware reachable space;high probabilities;optimal policy;nonlinear Gaussian filter,,,,29,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
RF-LIO: Removal-First Tightly-coupled Lidar Inertial Odometry in High Dynamic Environments,,,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,4421,4428,"Simultaneous Localization and Mapping (SLAM) is considered to be an essential capability for intelligent vehicles and mobile robots. However, most of the current lidar SLAM approaches are based on the assumption of a static environment. Hence the localization in a dynamic environment with multiple moving objects is actually unreliable. The paper proposes a dynamic SLAM framework RF-LIO, building on LIO-SAM, which adds adaptive multi-resolution range images and uses tightly-coupled lidar inertial odometry to first remove moving objects, and then match lidar scan to the submap. Thus, it can obtain accurate poses even in high dynamic environments. The proposed RF-LIO is evaluated on both self-collected datasets and open Urbanloco datasets. The experimental results in high dynamic environments demonstrate that, compared with LOAM and LIO-SAM, the absolute trajectory accuracy of the proposed RF-LIO can be improved by 90% and 70%, respectively. RF-LIO is one of the state-of-the-art SLAM systems in high dynamic environments.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636624,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636624,,Location awareness;Simultaneous localization and mapping;Laser radar;Heuristic algorithms;Training data;Real-time systems;Trajectory,distance measurement;mobile robots;object detection;optical radar;path planning;pose estimation;robot vision;SLAM (robots),lidar inertial odometry;high dynamic environments;current lidar SLAM approaches;static environment;dynamic environment;dynamic SLAM framework RF-LIO;LIO-SAM;lidar scan,,,,25,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
Disruption-Limited Planning for Robot Navigation in Dynamic Environments,S. Aine; Y. Oza; M. Likhachev,"The Robotics Institute, Carnegie Mellon University, PA, USA; The Robotics Institute, Carnegie Mellon University, PA, USA; The Robotics Institute, Carnegie Mellon University, PA, USA",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,377,383,"Path planning in the presence of dynamic obstacles is a fundamental problem in robotics with widespread applications. A typical approach to such problems is that a robot predicts the trajectories of dynamic obstacles, and plans its path while avoiding them. Such a formulation becomes limiting though for scenarios where an agent cannot complete its task efficiently, without disrupting the movement of dynamic obstacles. For example, when merging in heavy traffic or navigating through crowded corridors. In this paper, we propose a paradigm for planning in dynamic environments, called Disruption-Limited Planning (DLP), that allows a robot to disrupt the motions of dynamic obstacles in order to accomplish its task. DLP builds on the premise that while a robot may have to disrupt others’ trajectories to achieve its goals, it should try to limit the disruption. DLP assumes that it can estimate others’ response to its own actions/plans, and plans its own path while ensuring that no other agents’ disrupted trajectory cost gets worse than w-times their initial trajectory costs. While our formulation is motivated by the Stackelberg competitions, we show that DLP can be both more expressive and computationally more efficient compared to a Stackelberg planner. We present DLP paradigm, develop its efficient implementation based on A*, analyze its theoretical properties, and apply it to multiple planning in dynamic environment problems, including x,y,time planning, planning for self-driving, and planning for arm manipulation. We compare DLP with purely altruistic, purely egocentric, and optimal Stackelberg planners, demonstrating the efficacy of DLP over these alternatives.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636274,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636274,,Costs;Limiting;Navigation;Dynamics;Merging;Planning;Trajectory,collision avoidance;game theory;mobile robots;path planning,dynamic environment problems;time planning;DLP;robot navigation;dynamic environments;path planning;dynamic obstacles;robotics;called Disruption-Limited Planning;agents;initial trajectory costs;multiple planning,,,,24,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
Collective Decision-Making with Bayesian Robots in Dynamic Environments,K. Pfister; H. Hamann,"Institute of Computer Engineering, University of Luebeck, Germany; Institute of Computer Engineering, University of Luebeck, Germany",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,7245,7250,"Collective decision-making enables self-organizing robot swarms to act autonomously on a swarm level and is essential to coordinate their actions as a whole. When robots only share and communicate information locally a distributed and decentralized approach is required. In a previous paper [4], an efficient method based on a distributed Bayesian algorithm was created to distinguish a binary environment. We extended it to have the capability of dealing with dynamic environments. Therefore, it must avoid global lock-in states. In many realistic applications the robot swarm needs to adapt to (collectively) measurable changes at runtime by revising previous collective decisions. The trade-off between decision-making speed and readiness to revise previous decisions is a seemingly unavoidable challenge. We present our extension of the former approach and study how this trade-off can efficiently be balanced.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982019,,Runtime;Costs;Robot kinematics;Heuristic algorithms;Decision making;Switches;Bayes methods,Bayes methods;control engineering computing;decision making;distributed algorithms;mobile robots;multi-robot systems;robot dynamics;robot programming;self-adjusting systems,Bayesian robots;binary environment;collective decision-making;decentralized approach;distributed approach;distributed Bayesian algorithm;dynamic environments;self-organizing robot swarms,,,,19,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Deep Reinforcement Learning based Robot Navigation in Dynamic Environments using Occupancy Values of Motion Primitives,N. Ü. Akmandor; H. Li; G. Lvov; E. Dusel; T. Padir,"Department of Electrical and Computer Engineering, Northeastern University, Boston, MA, USA; Khoury College of Computer Sciences, Northeastern University, Boston, MA, USA; Department of Electrical and Computer Engineering, Northeastern University, Boston, MA, USA; Department of Electrical and Computer Engineering, Northeastern University, Boston, MA, USA; Institute for Experiential Robotics, Boston, MA, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,11687,11694,"This paper presents a Deep Reinforcement Learning based navigation approach in which we define the occu-pancy observations as heuristic evaluations of motion primitives, rather than using raw sensor data. Our method enables fast mapping of the occupancy data, generated by multi-sensor fusion, into trajectory values in 3D workspace. The computationally efficient trajectory evaluation allows dense sampling of the action space. We utilize our occupancy observations in different data structures to analyze their effects on both training process and navigation performance. We train and test our methodology on two different robots within challenging physics-based simulation environments including static and dy-namic obstacles. We benchmark our occupancy representations with other conventional data structures from state-of-the-art methods. The trained navigation policies are also validated successfully with physical robots in dynamic environments. The results show that our method not only decreases the required training time but also improves the navigation performance as compared to other occupancy representations. The open-source implementation of our work and all related info are available at https://github.com/RIVeR-Lab/tentabot.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982133,National Science Foundation(grant numbers:1928654); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982133,,Training;Deep learning;Three-dimensional displays;Navigation;Neural networks;Reinforcement learning;Benchmark testing,data structures;learning (artificial intelligence);mobile robots;navigation;path planning;sensor fusion,action space;computationally efficient trajectory evaluation;conventional data structures;Deep Reinforcement;dense sampling;different data structures;dy-namic obstacles;dynamic environments;fast mapping;heuristic evaluations;motion primitives;multisensor fusion;navigation approach;navigation performance;occu-pancy observations;occupancy data;occupancy observations;occupancy representations;occupancy values;physical robots;physics-based simulation environments;raw sensor data;required training time;robot navigation;trained navigation policies;training process;trajectory values,,,,55,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
CoMBiNED: Multi-Constrained Model Based Planning for Navigation in Dynamic Environments,H. Pandya; R. P. K. Poudel; S. Liwicki,"Toshiba Research, Cambridge, UK; Toshiba Research, Cambridge, UK; Toshiba Research, Cambridge, UK",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,13634,13640,"Recent deep reinforcement learning (DRL) approaches have achieved high success rate in map-less dynamic obstacle avoidance tasks. However, navigation in unseen dynamic scenarios without a pre-built map in the presence of dynamic obstacles still remains an open challenge. Since, learning accurate models for complex robotic scenarios such as navigation directly from high dimensional sensory measurements requires a large amount of data and training. Furthermore, even a small change on robot configuration such as kino-dynamics or sensor in the inference time requires re-training of the policy. In this paper, we address these issues in a principled fashion through a multi-constraint model based online planning (CoMBiNED) framework that does not require any retraining or modifications on the existing policy. We disentangle the given task into sub-tasks and learn dynamical models for them. Treating these dynamical models as soft-constraints, we employ stochastic optimisation to jointly optimize these sub-tasks on-the-fly at the inference time. We consider navigation as central application in this work and evaluate our approach on publicly available benchmark with complex dynamic scenarios and achieved significant improvement over recent approaches both in the cases of with-and-without given map of the environment.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981479,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981479,,Training;Indoor navigation;Stochastic processes;Reinforcement learning;Benchmark testing;Robot sensing systems;Planning,belief networks;collision avoidance;learning (artificial intelligence);mobile robots;optimisation;path planning,complex dynamic scenarios;complex robotic scenarios;dynamic environments;dynamic obstacles;dynamical models;given map;high dimensional sensory measurements;high success rate;inference time;kino-dynamics;map-less dynamic obstacle avoidance tasks;model based planning;multiconstraint model;navigation;online planning framework;pre-built map;recent deep reinforcement learning approaches;robot configuration;unseen dynamic scenarios,,,,26,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Allocating Limited Sensing Resources to Accurately Map Dynamic Environments,D. Mitchell; N. Michael,"Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,4706,4711,"This work addresses the problem of learning a model of a dynamic environment using many independent Hidden Markov Models (HMMs) with a limited number of observations available per iteration. Many techniques exist to model dynamic environments, but do not consider how to deploy robots to build this model. Additionally, there are many techniques for exploring environments that do not consider how to prioritize regions when resources, in terms of robots to deploy and deployment durations, are limited. Here, we consider an environment model consisting of a series of HMMs that evolve over time independently and can be directly observed. At each iteration, we must determine which HMMs to observe in order to maximize the gain in model accuracy. We present a utility measure that balances a Pearson's χ2 goodness-of-fit of the dynamics model with Mutual Information (MI) to ensure that observations are allocated to maximize the convergence rate of all HMMs, resulting in a faster convergence to higher steady-state model confidence and accuracy than either χ2 or MI alone.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9340719,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340719,,Uncertainty;Hidden Markov models;Dynamic scheduling;Robot sensing systems;Sensors;Time factors;Convergence,hidden Markov models;robots,HMM;steady-state model;limited sensing resources;dynamic environment;hidden Markov models;mutual information;robots,,,,15,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Magneto: A Versatile Multi-Limbed Inspection Robot,T. Bandyopadhyay; R. Steindl; F. Talbot; N. Kottege; R. Dungavell; B. Wood; J. Barker; K. Hoehn; A. Elfes,"CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia; CSIRO, Robotics and Autonomous Systems Research Group, Brisbane, QLD, Australia",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,2253,2260,"In this paper we present the design and control strategies of a novel quadruped climbing robot (named Magneto) with three degrees of freedom (3-DOF) actuated limbs and a 3-DOF compliant magnetic foot. By exploiting its high degrees of freedom, Magneto is able to deform its body shape to squeeze through gaps of 23cm, which is smaller than standard human entry portholes of industrial confined spaces. Its compact foot design of footprint 4cm allows Magneto to walk on narrow beams of thickness less than 5cm, even at varying separation. The inherent high dimensional system design enables the body to be positioned in a wide range of orientations and seamlessly switch a limb function from locomotion to manipulation mode mid-climb. This capability enables access to confined space openings and occluded pockets and navigation through complex 3-D structures previously not demonstrated on legged climbing robots.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8593891,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593891,,Adhesives;Legged locomotion;Magnetic separation;Foot;Inspection;Soft magnetic materials,actuators;design engineering;inspection;legged locomotion;manipulator kinematics,quadruped climbing robot;high dimensional system design;human entry portholes;three degrees of freedom actuated limbs;3-DOF compliant magnetic foot;locomotion;complex 3-D structures;industrial confined spaces;body shape;multilimbed inspection robot;legged climbing robots;confined space openings;manipulation mode mid-climb;limb function;Magneto;compact foot design,,33,,20,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
ProxEmo: Gait-based Emotion Learning and Multi-view Proxemic Fusion for Socially-Aware Robot Navigation,V. Narayanan; B. M. Manoghar; V. Sashank Dorbala; D. Manocha; A. Bera,"University of Maryland, College Park, USA; University of Maryland, College Park, USA; University of Maryland, College Park, USA; University of Maryland, College Park, USA; University of Maryland, College Park, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,8200,8207,"We present ProxEmo, a novel end-to-end emotion prediction algorithm for socially aware robot navigation among pedestrians. Our approach predicts the perceived emotions of a pedestrian from walking gaits, which is then used for emotion-guided navigation taking into account social and proxemic constraints. To classify emotions, we propose a multi-view skeleton graph convolution-based model that works on a commodity camera mounted onto a moving robot. Our emotion recognition is integrated into a mapless navigation scheme and makes no assumptions about the environment of pedestrian motion. It achieves a mean average emotion prediction precision of 82.47% on the Emotion-Gait benchmark dataset. We outperform current state-of-art algorithms for emotion recognition from 3D gaits. We highlight its benefits in terms of navigation in indoor scenes using a Clearpath Jackal robot.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9340710,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340710,,Legged locomotion;Emotion recognition;Three-dimensional displays;Navigation;Robot vision systems;Prediction algorithms;Skeleton,emotion recognition;human-robot interaction;image classification;image fusion;intelligent robots;learning (artificial intelligence);mobile robots;navigation;path planning;pedestrians;road traffic control;robot vision,emotion recognition;ProxEmo;multiview proxemic fusion;socially aware robot navigation;walking gaits;emotion-guided navigation;pedestrian motion;clearpath jackal robot;gait-based emotion learning;end-to-end emotion prediction;multiview skeleton graph convolution;emotion gait benchmark dataset;emotion classification,,26,,48,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Object Recognition Through Active Sensing Using a Multi-Fingered Robot Hand with 3D Tactile Sensors,S. Funabashi; S. Morikuni; A. Geier; A. Schmitz; S. Ogasa; T. P. Torno; S. Somlor; S. Sugano,"Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan; Faculty of Science and Engineering, Waseda University, Tokyo, Japan",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,2589,2595,"This paper investigates tactile object recognition with relatively densely distributed force vector measurements and evaluates what kind of tactile information is beneficial for object recognition. The uSkin tactile sensors are embedded in an Allegro Hand, and provide 240 triaxial force vector measurements in total in all fingers. Active object sensing is used to gather time-series training and testing data. A simple feedforward, a recurrent, and a convolutional neural network are used for recognizing objects. Evaluations with different number of employed measurements, static vs. time series data and force vector vs. only normal force vector measurements show that the high-dimensional information provided by the sensors is indeed beneficial. An object recognition rate of up to 95% for 20 objects was achieved.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8594159,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594159,,Force;Force measurement;Object recognition;Tactile sensors,control engineering computing;convolutional neural nets;dexterous manipulators;object recognition;recurrent neural nets;tactile sensors;time series,multifingered robot hand;triaxial force vector measurements;3D tactile sensors;distributed force vector measurements;feedforward neural network;recurrent neural network;time-series training;active object sensing;Allegro Hand;uSkin tactile sensors;tactile object recognition;time series data,,20,,24,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
Collision-Free Distributed Multi-Target Tracking Using Teams of Mobile Robots with Localization Uncertainty,J. Chen; P. Dames,"Department of Mechanical Engineering, Temple University, Philadelphia, PA, USA; Department of Mechanical Engineering, Temple University, Philadelphia, PA, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,6968,6974,"Accurately tracking dynamic targets relies on robots accounting for uncertainties in their own states to share information and maintain safety. The problem becomes even more challenging when there is an unknown and time-varying number of targets in the environment. In this paper we address this problem by introducing four new distributed algorithms that allow large teams of robots to: i) run the prediction and ii) update steps of a distributed recursive Bayesian multi- target tracker, iii) determine the set of local neighbors that must exchange data, and iv) exchange data in a consistent manner. All of these algorithms account for a bounded level of localization uncertainty in the robots by leveraging our recent introduction of the convex uncertainty Voronoi (CUV) diagram, which extends the traditional Voronoi diagram to account for localization uncertainty. The CUV diagram introduces a tessellation over the environment, which we use in this work both to distribute the multi-target tracker and to make control decisions about where to search next. We examine the efficacy of our method via a series of simulations and compare them to our previous work which assumed perfect localization.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341126,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341126,,Location awareness;Uncertainty;Target tracking;Distributed databases;Collision avoidance;Distributed algorithms;Robots,Bayes methods;collision avoidance;computational geometry;convex programming;decision making;mobile robots;robot vision;SLAM (robots);target tracking;uncertain systems,collision-free distributed multitarget tracking;mobile robots;localization uncertainty;convex uncertainty Voronoi diagram;CUV diagram;control decisions making;distributed recursive Bayesian multitarget tracker,,16,,34,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Towards Ergonomic Control of Collaborative Effort in Multi-human Mobile-robot Teams,W. Kim; M. Lorenzini; P. Balatti; Y. Wu; A. Ajoudani,"HRI2 Laboratory, Istituto Italiano di Tecnologia, Genoa, Italy; HRI2 Laboratory, Istituto Italiano di Tecnologia, Genoa, Italy; HRI2 Laboratory, Istituto Italiano di Tecnologia, Genoa, Italy; HRI2 Laboratory, Istituto Italiano di Tecnologia, Genoa, Italy; HRI2 Laboratory, Istituto Italiano di Tecnologia, Genoa, Italy",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,3005,3011,"In this paper, we propose a control framework for a multi-human and mobile-robot collaborative team, that takes into account the co-workers' ergonomic requirements as well as the demand for high flexibility in the manufacturing industries. The new MObile Collaborative robotic Assistant (MOCA), which is composed of a lightweight manipulator arm, an underactuated hand, and a mobile platform driven by four omni-directional wheels enabling mobility in the workspace, is able to accomplish multiple tasks in a wide area with a high level of adaptability. In addition, an ergonomics module to anticipate and mitigate the human risk factors by means of a multi-object optimisation is integrated into the framework to ensure human safety and improvement of working conditions. The main advantage of this approach is that MOCA can assist multiple human operators, reducing their physical risks, with fast-adaptive capacities due to agile mobility and advanced interaction and manipulation. We validated the proposed method with an experiment simulating a simple manufacturing line which involves two subjects and the MOCA. The results demonstrate that the proposed framework is able to address multi-workers' ergonomics with a high level of flexibility in the workplace.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8967628,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967628,,,ergonomics;human factors;human-robot interaction;manipulator dynamics;mobile robots;multi-robot systems;wheels,lightweight manipulator arm;mobile platform;omni-directional wheels;human risk factors;multiobject optimisation;human safety;MOCA;multiple human operators;ergonomic control;Collaborative effort;multihuman mobile-robot teams;mobile-robot collaborative team;MObile Collaborative robotic Assistant;multiworkers ergonomic;coworker ergonomic,,13,,24,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
Multi-Limbed Robot Vertical Two Wall Climbing Based on Static Indeterminacy Modeling and Feasibility Region Analysis,X. Lin; H. Krishnan; Y. Su; D. W. Hong,"Department of Mechanical and Aerospace Engineering, University of California, Los Angeles, CA; Department of Mechanical and Aerospace Engineering, University of California, Los Angeles, CA; Department of Mechanical and Aerospace Engineering, University of California, Los Angeles, CA; Department of Mechanical and Aerospace Engineering, University of California, Los Angeles, CA",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,4355,4362,"This paper presents a technique to model statically indeterminate forces based on stiffness matrices for multi-limbed climbing robots. Current wall climbing robots in literature overlook statically indeterminate forces, causing an incapability to estimate climbing failure under certain circumstances. Accounting for these forces, robot deformation can be approximated, paving the way for the proposed two-wall climbing approach. During a wall climb, two failure modes, slide and over-torque, are identified to compute feasible climbing region. A hexapod robot is used to verify the proposed technique by climbing between walls with pure friction end effectors.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8593734,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593734,,Strain;Mathematical model;Friction;Force;Robot kinematics;Manipulators,end effectors;friction;legged locomotion,climbing region;feasibility region analysis;multilimbed climbing robots;slide failure mode;over-torque failure mode;pure friction end effectors;walls;hexapod robot;robot deformation;climbing failure;robots;stiffness matrices;statically indeterminate forces;static indeterminacy modeling;multilimbed robot vertical two wall climbing,,11,,23,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
