"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Scheduling Spare Drones for Persistent Task Performance with Several Replacement Stations - EXTENDED ABSTRACT","E. Hartuv; N. Agmon; S. Kraus","Department of Computer Science, Bar-Ilan University, Isreal; Department of Computer Science, Bar-Ilan University, Isreal; Department of Computer Science, Bar-Ilan University, Isreal","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","95","97","This paper considers the problem of enabling persistent execution of a multi-drone task under energy limitations when several battery replacement stations (homes) are available. The drones are given a set of locations and their task is to ensure that at least one drone will be present, for example for monitoring, over each location at any given time. Because of energy limitations, drones must be replaced from time to time, and fly back to one of a given fixed set of homes where their batteries can be replaced. Our goals are to identify the minimum number of spare drones needed to accomplish the task while no drone battery drains, and to provide a drone replacement strategy.","","978-1-7281-2876-4","10.1109/MRS.2019.8901097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901097","","Drones;Batteries;Monitoring;Task analysis;Approximation algorithms;Robots","battery powered vehicles;remotely operated vehicles;scheduling","drone battery drains;drone replacement strategy;scheduling spare drones;persistent task performance;multidrone task;energy limitations;battery replacement stations","","4","","12","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Vision-based Alignment Control for Mini Forklift System in Confine Area Operation","A. Irawan; M. A. Yaacob; F. A. Azman; M. R. Daud; A. R. Razali; S. N. Sheikh Ali","Faculty of Electrical & Electronics Engineering, Universiti Malaysia Pahang, Pahang, Malaysia; Faculty of Electrical & Electronics Engineering, Universiti Malaysia Pahang, Pahang, Malaysia; Faculty of Electrical & Electronics Engineering, Universiti Malaysia Pahang, Pahang, Malaysia; Faculty of Electrical & Electronics Engineering, Universiti Malaysia Pahang, Pahang, Malaysia; Faculty of Mechanical Engineering, Universiti Malaysia Pahang, Pahang, Malaysia; Vacuumschmelze (M) Sdn. Bhd, Pekan, Pahang, Malaysia","2018 International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)","22 Nov 2018","2018","","","1","6","This paper presents the proposed vision-based alignment control system for a Mini Heavy Loaded Forklift Autonomous Guided Vehicle (MHeLFAGV). The MHelFAGV developed for heavy spool pick-and-place operation and this operation divided into two processes; spool inspection and switching control input for MHeLFAGV alignment. In the spool inspection process, a vision camera is used and programmed to do the marking process on the spool centroid using the Haarcascade method. The images are captured in real-time using vision camera and automatically analyzing for marking the targeted spool in 1000ms. The vision data is continuously sending the coordination between the camera and the targeted spool. In order to bring those data from vision camera for vehicle action, a proposed alignment control system module is developed. This proposed vision-based control is designed to translate the information from the camera to the mecanum wheel driven sequences for autonomous motion appearing a copper spool and to ensure the forlift center of gravity aligned with copper spool. The indoor experiment was done on the MHeLFAGV system on detecting the targeted copper spool in front. The test validated the proposed vision-based control when vehicle able to appearing the target spool as input from the vision camera.","","978-1-5386-7856-5","10.1109/ISAMSR.2018.8540552","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540552","Vision-based control;real-time Haarcascade;omnidirectional vehicle;confined area","Cameras;Wheels;Switches;Real-time systems;Copper;Robots","automatic optical inspection;cameras;fork lift trucks;mobile robots;robot vision;wheels","Mini Forklift system;confine area operation;vision-based alignment control system;Forklift Autonomous Guided Vehicle;heavy spool pick;switching control input;MHeLFAGV alignment;spool inspection process;vision camera;marking process;spool centroid;targeted spool;vision data;alignment control system module;vision-based control;MHeLFAGV system;targeted copper spool;spool pick-and-place operation","","3","","23","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"An Approximation Algorithm for Distributed Resilient Submodular Maximization: Extended Abstract","L. Zhou; P. Tokekar","Department of Electrical and Computer Engineering, Virginia Tech, USA.; Department of Electrical and Computer Engineering, Virginia Tech, USA.","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","216","218","We study a distributed coordination problem in which a group of robots collaborates to maximize a submodular objective function. We consider an adversarial scenario where a subset of the robots can be attacked and cannot contribute to the objective function. We do not know which robots will be attacked, but know an upper bound of how many can be attacked. We study the distributed version of the problem, where each robot must choose its own actions only by communicating with its neighbors. We present a distributed resilient submodular maximization algorithm that guarantees performance within a constant factor of the optimal. Our analysis uses the curvature of submodular set functions. We show that the algorithm is scalable, runs in polynomial time, and is faster than its centralized version. We demonstrate the efficacy of our algorithm through simulations of a multi-robot target tracking scenario.","","978-1-7281-2876-4","10.1109/MRS.2019.8901088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901088","","Target tracking;Robot kinematics;Linear programming;Trajectory;Robot sensing systems;Task analysis","approximation theory;computational complexity;distributed control;mobile robots;multi-robot systems;optimisation;set theory","submodular set functions;multirobot target tracking scenario;approximation algorithm;distributed coordination problem;submodular objective function;distributed resilient submodular maximization algorithm;upper bound;polynomial time","","3","","12","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"A Soft-Bodied Modular Reconfigurable Robotic System Composed of Interconnected Kilobots","F. Pratissoli; A. Reina; Y. K. Lopes; L. Sabattini; R. Groß","Sheffield Robotics, The University of Sheffield, UK; Sheffield Robotics, The University of Sheffield, UK; Federal University of Technology, Paraná, Brazil; Department of Sciences and Methods for Engineering (DISMI), University of Modena and Reggio, Emilia, Italy; Sheffield Robotics, The University of Sheffield, UK","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","50","52","We describe the Kilobot Soft Robot, a novel soft-bodied robot that is modular and reconfigurable. The Kilobot Soft Robot is realized by inter-connecting a group of miniature mobile modules, based on the commercially available Kilobot, through an elastic material. It moves and deforms fully autonomously. Each module executes a distributed algorithm that exploits only information that is locally obtained using omnidirectional, infrared based signaling. A series of experiments were conducted to validate the algorithm, investigating the ability of the robot to follow a predefined trajectory, to squeeze and extend its shape and to control its motion independently of the number of modules.","","978-1-7281-2876-4","10.1109/MRS.2019.8901061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901061","","Robot motion;Shape;Scalability;Lattices;Soft robotics;Trajectory;Distributed algorithms","mobile robots;motion control;multi-robot systems;trajectory control","soft-bodied robot;miniature mobile modules;Kilobot;soft-bodied modular reconfigurable robotic system;distributed algorithm","","3","","15","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Micro-Expression Recognition Using VGG19 Convolutional Neural Network Architecture And Random Forest","A. F. Ibrahim; S. P. Ristiawanto; C. Setianingsih; B. Irawan","School Of Electrical Engineering Telkom University, Bandung, Indonesia; School Of Electrical Engineering Telkom University, Bandung, Indonesia; School Of Electrical Engineering Telkom University, Bandung, Indonesia; School Of Electrical Engineering Telkom University, Bandung, Indonesia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","150","156","Micro-expression is a hidden expression of human. This expression occurs in a very short time and very difficult to see or detect in a daily conversation. A system that developed in this research is a system that capable of analyzing micro-expression and show the result performance. The method used is by using Convolutional Neural Network (CNN) with Visual Geometry Group - 19 (VGG19) architecture as feature extractor and random forest as classifier. Architecture CNN VGG19 selected because many case in image classification, CNN always have good performance. The research use SMIC-Cropped database with the distribution of percentage between training:validation of 50:50, 55:45, 60:40, 65:35, 70:30, 75:25, 80:20, 85:15, and 90:10. This research obtained accuracy in the range of 98% - 100%. The distribution percentage of the database which have best performance is obtained when the split is 90:10 with result 99% - 100% accuracy, 99%-100% precision, 100% recall, and 100% f1-score.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567872","Micro-expression;Deep Learning;CNN;VGG19;Random Forest;SMIC Database","Geometry;Visualization;Databases;Robot vision systems;Feature extraction;Convolutional neural networks;Random forests","emotion recognition;face recognition;feature extraction;image classification;learning (artificial intelligence);neural nets;pattern classification","architecture CNN VGG19;microexpression recognition;VGG19 Convolutional Neural Network architecture;random forest;hidden expression;daily conversation;result performance;Visual Geometry Group","","3","","14","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"Cooperative Control of an Autonomous Floating Modular Structure Without Communication: Extended Abstract","W. Wang; L. Mateos; Z. Wang; K. W. Huang; M. Schwager; C. Ratti; D. Rus","Computer Science and Artificial Intelligence Lab (CSAIL), Massachusetts Institute of Technology, Cambridge, MA, USA.; Computer Science and Artificial Intelligence Lab (CSAIL), Massachusetts Institute of Technology, Cambridge, MA, USA.; Department of Aeronautics and Astronautics, Stanford University, Stanford, CA, USA.; SENSEable City Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA.; Department of Aeronautics and Astronautics, Stanford University, Stanford, CA, USA.; SENSEable City Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA.; Computer Science and Artificial Intelligence Lab (CSAIL), Massachusetts Institute of Technology, Cambridge, MA, USA.","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","44","46","This paper presents a smart modular structure that is able to cooperatively track desired trajectories, orientations, and velocities in a planar water environment without direct communication among modules. A leader in the structure can steer the whole group to these predefined states by applying a relatively small force and torque, whose effect is amplified by the follower robots as they match their forces and torques to the leader's. We propose a decentralized force and torque controller for each follower which requires only local measurements without communication. Our approach is verified by simulations with 65 robots and experiments with three robotic boats successfully tracking the desired trajectory, orientations, and velocities in a swimming pool.","","978-1-7281-2876-4","10.1109/MRS.2019.8901054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901054","","","boats;decentralised control;mobile robots;motion control;multi-robot systems;robot dynamics;torque control","autonomous floating modular structure;smart modular structure;planar water environment;direct communication;follower robots;decentralized force;torque controller;robotic boats;cooperative control;local measurements","","3","","12","USGov","14 Nov 2019","","","IEEE","IEEE Conferences"
"Optimized motion strategy for active target localization of mobile robots with time-varying connectivity: Extended Abstract","L. Zhang; Z. Zhang; R. Siegwart; J. J. Chung","School of Astronautics, Deep Space Exploration and Research Center, Harbin Institute of Technology, Harbin, China; School of Astronautics, Deep Space Exploration and Research Center, Harbin Institute of Technology, Harbin, China; ETH Zürich, Autonomous Systems Lab, Zürich, Switzerland; ETH Zürich, Autonomous Systems Lab, Zürich, Switzerland","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","185","187","This paper addresses optimal trajectory generation for active target positioning using a collective localization scheme under a time-varying observation topology. We show that a team of assisting robots using the optimal trajectories can improve the localization accuracy of leader robots whose commands are assigned by high-level tasks. We apply the standard centralized extended Kalman filter to estimate all robot positions by using distance-only relative measurements. In this work, we also explicitly consider the limits on the maximum ranging distance within which the robots are able to make pairwise measurements. The trace of the covariance sub-matrix corresponding to the leader robot's position estimate is selected as the optimization criterion. Simulation results are presented that demonstrate the applicability of this method and provide insights into the difficulties in optimizing this problem.","","978-1-7281-2876-4","10.1109/MRS.2019.8901089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901089","","Robot sensing systems;Uncertainty;Topology;Conferences;Task analysis","Kalman filters;mobile robots;multi-robot systems;path planning;position control","optimized motion strategy;active target localization;mobile robots;time-varying connectivity;optimal trajectory generation;active target positioning;collective localization scheme;time-varying observation topology;localization accuracy;leader robots;high-level tasks;Kalman filter;robot positions;distance-only relative measurements;maximum ranging distance;pairwise measurements;leader robot;optimization criterion;assisting robots","","3","","24","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"ROS-CBT: Communication Benchmarking Tool for the Robot Operating System: Extended Abstract","K. Masaba; A. Q. Li","Department of Computer Science, Dartmouth College, Hanover, NH, USA; Department of Computer Science, Dartmouth College, Hanover, NH, USA","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","1","3","Simulation plays a critical role in robotics as it allows verification and it provides evaluations of robot software before real world deployment [1]. One prevalent limitation of robotic simulators that support the Robot Operating System, ROS [2] - a de facto standard for developing robotic software - is the absence of communication simulators. This poses a serious challenge in testing software for multi-robot systems (MRS) that use explicit communication, hence limiting the development of this technology. Figure 1 illustrates the problem tackled in this paper.","","978-1-7281-2876-4","10.1109/MRS.2019.8901094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901094","","Robot kinematics;Tools;Multi-robot systems;Computational modeling;Benchmark testing;Software","control engineering computing;mobile robots;multi-robot systems;operating systems (computers);program testing","robotic software;communication simulators;testing software;multirobot systems;explicit communication;ROS-CBT;communication benchmarking tool;robot software;robotic simulators;robot operating system;MRS","","2","","13","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"IoT Based Cost Effective Car Parking Management for Urban Area","M. M. K. Peyal; A. Barman; T. Tahiat; Q. M. A. Ul Haque; A. Bal; S. Ahmed","Department of EEE, Brac University, Dhaka, Bangladesh; Department of EEE, Brac University, Dhaka, Bangladesh; Department of EEE, Brac University, Dhaka, Bangladesh; Department of EEE, Brac University, Dhaka, Bangladesh; Department of EEE, Brac University, Dhaka, Bangladesh; Department of EEE, Brac University, Dhaka, Bangladesh","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","70","75","The number of cars is increasing gradually due to the improvement of technological innovations and the growing population. However, space is not increasing and situations become challenging to manage those vehicles, especially their parking systems. This paper proposes a concept of the smart parking system in urban areas like Dhaka city where finding a parking zone is hard enough and time-consuming. This parking system uses low-cost technologies so that it can be developed in any urban area with the lowest possible cost in a short period of time. This system will help to make communication between the car owners and parking areas in real-time for finding parking zone easily. The function of communication is based on the internet of things(IoT) which directly connects photoresistors with a mobile app for data communication. The affordable solution of this paper will help to reduce traffic jams on-road and utilize passenger's time properly.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567826","Internet of things;smart parking;smart cities;parking lot;firebase;mobile app","Space vehicles;Technological innovation;Costs;Urban areas;Sociology;Real-time systems;Mobile applications","automobiles;Internet of Things;mobile computing;photoresistors;road traffic;traffic engineering computing","technological innovations;smart parking system;urban area;parking zone;low-cost technologies;car owners;parking areas;Iot based cost effective car parking management;mobile app;data communication;traffic jams","","1","","12","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"A Concise Review of Deep Learning Deployment in 3D Computer Vision Systems","F. S. Shaqwi; L. Audah; M. H. Hassan; M. A. Jubair; M. H. Abd Wahab; S. A. Mostafa","Faculty of Electrical and Electronic Engineering, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Electrical and Electronic Engineering, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Department of Computer Technical engineering, College of Information Technology, Ja'afar Al-Sadiq University, Al-Muthanna, Iraq; Department of Computer Technical engineering, College of Information Technology, Ja'afar Al-Sadiq University, Al-Muthanna, Iraq; Faculty of Electrical and Electronic Engineering, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","157","160","Deep Learning (DL) has advanced the concept of digital image processing, but this does not rule out the relevance of the conventional computer vision techniques as they have continuously been rebranded even before the emergence of DL. DL techniques have over the years been the method of choice in several fields due to their superior performance compared to the state-of-the-art machine learning methods. Among the numerous DL methods, computer vision has to be one of the most prominent methods, and given this, this article overviewed the concept of DL in computer vision, focusing more on the recent advancements in tasks that involve 3D visual data. Some of the DL schemes that are relevant in solving computer vision problems were also briefly reviewed. Furthermore, the history, structure, merits, and drawbacks of these DL schemes were provided. The application of these DL schemes in various computer vision tasks, like object detection, was also described in this article.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567757","Universiti Tun Hussein Onn Malaysia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567757","Computer vision system;Deep learning;Convolutional Neural Networks;3D vision system","Deep learning;Computer vision;Visualization;Three-dimensional displays;Machine vision;Focusing;Object detection","computer vision;deep learning (artificial intelligence);object detection","deep learning deployment;digital image processing;conventional computer vision techniques;3D visual data;computer vision problems;computer vision tasks;3D computer vision systems;machine learning methods;DL methods","","1","","24","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"Programmable Logic Controller (PLC) Automation Control Learning Kit Programmed: Using The CX-Programmer Software","N. S. Abdullah; K. A. Abdul Rahman; S. Sumarwati; M. H. Amiruddin; M. Ismail; A. Aziz; N. E. Shahirah Hassan","Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Technical and Vocational Education, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","119","123","In this study, a learning kit was developed to overcome three main problems of students, namely difficulty in understanding the basic concepts of lessons taught by teachers, lack of learning kits in the laboratory, existing learning kits cannot meet the requirements of the course content and misunderstanding among students due to limited learning kits. This quantitative study aims to develop and test the functionality of a Programmable Logic Controller (PLC) Automation Learning Kit programmed using CX-Programmer software. The development process of this PLC Automation Control Learning Kit is based on the ADDIE (Analysis, Design, Development, Implementation, Evaluation) model which has five phases. Three experts were selected using purposive random sampling. The results of this study showed that the majority of experts agreed with the items that had been constructed to test the design aspects, functionality and suitability of the kit as a teaching aid. Overall, the experts agree 100% that the appropriate kits are used in the teaching and learning process as teaching aids, meet the PLC topic syllabus at Polytechnic in Malaysia, have clear functions, have the potential to be patented and commercialized, and are practically produced. However, experts agree 66.67% that the weight of the kit should be reduced and simplified product design.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567833","Universiti Tun Hussein Onn Malaysia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567833","Programmable Logic Controller (PLC);Automation;Learning Kit;ADDIE model","Analytical models;Automation;Education;Programmable logic devices;Process control;Tools;Control systems","computer aided instruction;computer science education;control engineering computing;educational courses;programmable controllers;teaching","teaching aids;learning process;CX-programmer software;programmable logic controller automation learning kit;PLC automation control learning kit;ADDIE;analysis, design, development, implementation, evaluation mode;purposive random sampling;Malaysia;Polytechnic","","1","","11","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"“Hello, Dr”: A Heatlhcare Mobile Application","F. Mohd; N. I. Elanie Mustafah",Informatics & Analytics Section Malaysian Institute of Information Technology Universiti Kuala Lumpur (UniKL); Malaysian Institute of Information Technology Universiti Kuala Lumpur (UniKL),"2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","20","23","COVID-19 pandemic has changed the way of our daily activities. The adults intend to be more mindful about practicing self-care regularly after the pandemic. They are using smart mobile healthcare applications to monitor and share health information. Mobile healthcare applications continue to expand and evolve. We could utilize this application by creating features such as setting up a booking appointment with a doctor. These features would assist those patients without waiting too long in the clinic or hospital to see a doctor. “Hello, Dr” mobile application has also been designed with other features such as self-diagnose, emergency care, and a home visit. The user of this application could accumulate their point while using it. The survey has shown that this application gives positive feedback from the user.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567764","smart mobile healthcare;mobile application;self-diagnose","Heating systems;COVID-19;Pandemics;Hospitals;Mobile applications;Robots;Monitoring","health care;medical information systems;mobile computing;patient monitoring","heatlhcare mobile application;COVID-19 pandemic;daily activities;smart mobile healthcare applications;health information;booking appointment;doctor;emergency care","","1","","10","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"Vision-Based Unmarked Road Detection with Semantic Segmentation using Mask R-CNN for Lane Departure Warning System","H. J. Anak Undit; M. F. Abu Hassan; Z. M. Zin","Industrial Automation Section, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Bangi, Selangor, Malaysia; Universiti Kuala Lumpur Malaysia France Institute UniKL Robotics and Industrial Automation Center (URIAC), Bandar Baru Bangi, Selangor, Malaysia; Universiti Kuala Lumpur Malaysia France Institute UniKL Robotics and Industrial Automation Center (URIAC), Bandar Baru Bangi, Selangor, Malaysia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","1","6","Road Lane detection plays an essential role in a Lane Departure Warning System (LDWS). LDWS application faces difficulty to detect lanes in complex environments such as unmarked roads. The vision-based lane detection for unmarked roads is difficult to perform due to vague and inconsistent visual features for object detection. In this study, the Mask Region Convolutional Neural Networks (Mask R-CNN) was reconstructed and trained with the collection of annotated unmarked road image datasets. The model was trained to enable the system to detect the unmarked road with various road conditions and perform semantic segmentation. About 2,000 samples of the unmarked road with various background conditions images were annotated using VGG image Annotator Tool. The trained model was evaluated to get the desired performance of unmarked roads segmentation for LDWS. The performance of deployed Mask R-CNN unmarked road detection model was 80.2% in accuracy using the Mean Average Precision method.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567892","Mask R-CNN;Resnet;Semantic Segmentation;Unmarked Road","Image segmentation;Visualization;Lane detection;Lane departure warning systems;Roads;Semantics;Object detection","alarm systems;computer vision;driver information systems;edge detection;feature extraction;image classification;image segmentation;learning (artificial intelligence);neural nets;object detection;road vehicles;roads;traffic engineering computing","vision-based unmarked road detection;semantic segmentation;Lane Departure Warning System;Road Lane detection;vision-based lane detection;object detection;Mask Region Convolutional Neural Networks;annotated unmarked road image datasets;road conditions;unmarked roads segmentation;deployed Mask R-CNN unmarked road detection model","","1","","33","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"Optimal Policies for Routing Multi Sensor-Effector Combined Autonomous Devices","Y. Oh; W. B. Powell","Department of Electrical Engineering, Princeton University, Princeton, NT, USA; Faculty of Department of Operations Research and Financial Engineering, Princeton University, Princeton, NJ, USA","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","182","184","We use Monte Carlo tree search to create policies that simultaneously perform active learning about the concentration of contaminants using a Bayesian prior, while also performing mitigation. The policy is asymptotically optimal for one device. We then propose different information sharing protocols to coordinate a fleet.","","978-1-7281-2876-4","10.1109/MRS.2019.8901060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901060","","","Bayes methods;learning systems;Monte Carlo methods;optimal control;robots;tree searching","optimal policies;Monte Carlo tree search;active learning;Bayesian prior;multisensor-effector combined autonomous devices;information sharing protocols","","1","","12","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Traffic Management Strategies for Multi-Robotic Rigid Payload Transport Systems: Extended Abstract","Y. Sirineni; P. Verma; K. Karlapalem","Hyderabad (IIIT-H), Agents and Applied Robotics Group (AARG), Kohli Center on Intelligent Systems (KCIS), International Institute of Information Technology, India; Hyderabad (IIIT-H), Agents and Applied Robotics Group (AARG), Kohli Center on Intelligent Systems (KCIS), International Institute of Information Technology, India; faculty of Computer Science with International Institute of Information Technology, Hyderabad, India","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","225","227","In this work, we address traffic management of multiple payload transport systems (PTS) comprising of non-holonomic robots. Each PTS is a loosely coupled rigid robot formation carrying a payload. We ensure each PTS traverses its desired trajectory while avoiding collisions with other PTS and static obstacles in various kinds of complex environments. Each PTS has one leader and multiple followers and the followers maintain a desired distance and angle w.r.t the leader using a decentralized leader-follower control architecture. We showcase through simulations that our strategies help manage traffic for a large number of PTS moving around.","","978-1-7281-2876-4","10.1109/MRS.2019.8901082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901082","","Collision avoidance;Robot kinematics;Payloads;Mobile robots;Navigation;Path planning","collision avoidance;decentralised control;mobile robots;multi-robot systems;road traffic control;road vehicles","multirobotic rigid payload transport systems;PTS;nonholonomic robots;loosely coupled rigid robot formation;decentralized leader-follower control architecture;traffic management strategies","","","","19","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Recent and Future Innovative Artificial Intelligence Services and Fields","M. S. Jawad; H. Mahdin; N. A. Mohammed Alduais; M. Hlayel; S. A. Mostafa; M. H. Abd Wahab","Faculty of Computer Science and Information Technology Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Computer Science and Information Technology Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Computer Science and Information Technology Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Computer Science and Information Technology Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Computer Science and Information Technology Universiti Tun Hussein Onn Malaysia, Johor, Malaysia; Faculty of Electrical and Electronic Engineering, Universiti Tun Hussein Onn Malaysia, Johor, Malaysia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","29","32","Recent innovative Artificial Intelligence (AI) solutions accelerate digital transformations in different fields. It is important to highlight and explore this innovative AI service in different domains so that digital transformation can be planned, designed, and implemented for maximum society benefits. This paper investigates the different fields of AI services that can be utilized towards achieving highly beneficial digital transformations in different societal domains. This includes marketing, finance and banking, healthcare industry, emotion, and creative AI, as well as recent AI fields as explainable and responsible AI. Exploring and understanding the innovative AI services in these domains widen researcher capabilities to achieve effective and highly beneficial digital transformations.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567891","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567891","Artificial Intelligence (AI);Innovative Services;Creative AI;Responsible AI;Explainable AI;emotion AI","Industries;Technological innovation;Digital transformation;Finance;Medical services;Banking;Real-time systems","artificial intelligence;authorisation;knowledge based systems;virtual enterprises","digital transformation;innovative AI service;maximum society benefits;highly beneficial digital transformations;creative AI;recent AI fields;explainable AI;responsible AI;future innovative artificial intelligence services;innovative artificial intelligence solutions","","","","29","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"LLDM: Locally linear distance maps for robot motion planning: Extended Abstract","J. Putman; L. Oh; L. Zhao; E. Honnold; G. Brown; W. Wang; D. Balkcom",NA; NA; NA; NA; NA; NA; NA,"2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","13","15","This paper presents a data structure that summarizes distances between configurations across a robot configuration space, using a binary space partition whose cells contain parameters used for a locally linear approximation of the distance function. Querying the data structure is extremely fast, particularly when compared to graph search required for querying Probabilistic Roadmaps, and memory requirements are promising. The paper explores the use of the data structure constructed for a single robot to provide a heuristic for challenging multi-robot motion planning problems. Potential applications also include the use of remote computation to analyze the space of robot motions, which then might be transmitted on-demand to robots with fewer computational resources.","","978-1-7281-2876-4","10.1109/MRS.2019.8901071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901071","","Data structures;Planning;Heuristic algorithms;Approximation algorithms;Memory management;Robot motion","data structures;graph theory;mobile robots;motion control;multi-robot systems;path planning","distance function;data structure;memory requirements;multirobot motion planning problems;robot configuration space;locally linear approximation;binary space partition;locally linear distance maps","","","","25","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
